Source,Target,Type,Id,Label,Weight,Color
mathematics,women,Undirected,3287,,1,"#000000"
mathematics,written numbers,Undirected,3288,,1,"#000000"
mathematics achievement,mathematics anxiety,Undirected,3289,,1,"#000000"
mathematics achievement,mathematics learning motivation,Undirected,3290,,1,"#000000"
mathematics achievement,pre-course mathematics,Undirected,3291,,1,"#000000"
mathematics achievement,pre-existing knowledge,Undirected,3292,,1,"#000000"
mathematics achievement,secondary school mathematics,Undirected,3293,,1,"#000000"
mathematics achievement,self-efficacy,Undirected,3294,,1,"#000000"
mathematics achievement,teacher education,Undirected,3295,,1,"#000000"
mathematics activities,middle school teachers,Undirected,3296,,1,"#000000"
mathematics activities,modes of representation,Undirected,3297,,1,"#000000"
mathematics activities,object-centred movement,Undirected,3298,,1,"#000000"
mathematics activities,stem education,Undirected,3299,,1,"#000000"
mathematics anxiety,mathematics learning motivation,Undirected,3300,,1,"#000000"
mathematics classrooms,proof,Undirected,3303,,1,"#000000"
mathematics connections,teacher practice,Undirected,3304,,1,"#000000"
mathematics education,mathematics instruction,Undirected,3312,,1,"#000000"
mathematics education,mathematics teachers collaboration,Undirected,3313,,1,"#000000"
mathematics education,mathematics teaching,Undirected,3314,,1,"#000000"
mathematics education,multimodality,Undirected,3315,,1,"#000000"
mathematics education,nomogram,Undirected,3316,,1,"#000000"
mathematics education,participation,Undirected,3317,,1,"#000000"
mathematics education,practices of teacher-researchers,Undirected,3318,,1,"#000000"
mathematics education,pre-service teachers,Undirected,3319,,1,"#000000"
mathematics education,primary education,Undirected,3320,,1,"#000000"
mathematics education,primary school,Undirected,3321,,1,"#000000"
mathematics education,prison education,Undirected,3322,,1,"#000000"
mathematics education,problem posing,Undirected,3323,,1,"#000000"
mathematics education,problem-solving,Undirected,3324,,1,"#000000"
mathematics education,problem-solving strategies,Undirected,3325,,1,"#000000"
mathematics education,programmable robots,Undirected,3326,,1,"#000000"
mathematics education,qualitative analysis,Undirected,3327,,1,"#000000"
mathematics education,qualitative study,Undirected,3328,,1,"#000000"
mathematics education,representation,Undirected,3329,,1,"#000000"
mathematics education,research problems,Undirected,3330,,1,"#000000"
mathematics education,scale,Undirected,3331,,1,"#000000"
mathematics education,second level,Undirected,3332,,1,"#000000"
mathematics education,semiotic system,Undirected,3333,,1,"#000000"
mathematics education,silent video task,Undirected,3334,,1,"#000000"
mathematics education,simulation,Undirected,3335,,1,"#000000"
mathematics education,steam education,Undirected,3336,,1,"#000000"
mathematics education,stem education,Undirected,3337,,1,"#000000"
mathematics education,structural coupling,Undirected,3338,,1,"#000000"
mathematics education,structure sense,Undirected,3339,,1,"#000000"
mathematics education,structuring features of classroom practice,Undirected,3340,,1,"#000000"
mathematics education,student teachers,Undirected,3341,,1,"#000000"
mathematics education,support vector machine,Undirected,3342,,1,"#000000"
mathematics education,sustainability,Undirected,3343,,1,"#000000"
mathematics education,sustainability competences,Undirected,3344,,1,"#000000"
mathematics education,task design,Undirected,3345,,1,"#000000"
mathematics education,teacher education,Undirected,3346,,1,"#000000"
mathematics education,teacher identity,Undirected,3347,,1,"#000000"
mathematics education,teacher views,Undirected,3348,,1,"#000000"
mathematics education,textbook content,Undirected,3349,,1,"#000000"
mathematics education,textbook research,Undirected,3350,,1,"#000000"
mathematics education,theory use,Undirected,3351,,1,"#000000"
mathematics education,undergraduate students,Undirected,3352,,1,"#000000"
mathematics education,use of resources,Undirected,3353,,1,"#000000"
mathematics education,workplace mathematics,Undirected,3354,,1,"#000000"
mathematics education for sustainability,motivation,Undirected,3355,,1,"#000000"
mathematics education for sustainability,questionnaire,Undirected,3356,,1,"#000000"
mathematics education for sustainability,sustainability,Undirected,3357,,1,"#000000"
mathematics for engineers,numerical integration,Undirected,3359,,1,"#000000"
mathematics instruction,mathematics teachers collaboration,Undirected,3362,,1,"#000000"
mathematics instruction,professional development,Undirected,3363,,1,"#000000"
mathematics learning,multimodality,Undirected,3364,,1,"#000000"
mathematics learning,social robot’s acceptance,Undirected,3365,,1,"#000000"
mathematics learning difficulties,parents,Undirected,3366,,1,"#000000"
mathematics learning difficulties,pre-school,Undirected,3367,,1,"#000000"
mathematics learning difficulties,teachers,Undirected,3368,,1,"#000000"
mathematics lecturers,task design,Undirected,3369,,1,"#000000"
mathematics tasks,primary education,Undirected,3372,,1,"#000000"
mathematics tasks,students’ identity,Undirected,3373,,1,"#000000"
mathematics tasks,sustainability,Undirected,3374,,1,"#000000"
mathematics tasks,vocational education,Undirected,3375,,1,"#000000"
mathematics teacher education,online,Undirected,3376,,1,"#000000"
mathematics teacher education,pedagogical content knowledge,Undirected,3377,,1,"#000000"
mathematics teacher education,planning,Undirected,3378,,1,"#000000"
mathematics teacher education,praxeologies,Undirected,3379,,1,"#000000"
mathematics teacher education,praxeologies.,Undirected,3380,,1,"#000000"
mathematics teacher education,rehearsals,Undirected,3381,,1,"#000000"
mathematics teacher education,role-playing,Undirected,3382,,1,"#000000"
mathematics teacher education,teacher educators,Undirected,3383,,1,"#000000"
mathematics teacher educator,mental mathematics,Undirected,3384,,1,"#000000"
mathematics teacher educator,noticing,Undirected,3385,,1,"#000000"
mathematics teacher educator,practice-based research,Undirected,3386,,1,"#000000"
mathematics teacher educator,pre-service teachers,Undirected,3387,,1,"#000000"
mathematics teacher educator,problem posing,Undirected,3388,,1,"#000000"
mathematics teacher educator,professional development,Undirected,3389,,1,"#000000"
mathematics teacher educator,professional learning,Undirected,3390,,1,"#000000"
mathematics teacher educator,professional roles,Undirected,3391,,1,"#000000"
mathematics teacher educator,reflective practice,Undirected,3392,,1,"#000000"
mathematics teacher educator,teacher education,Undirected,3393,,1,"#000000"
mathematics teacher educator,teaching practicum,Undirected,3394,,1,"#000000"
mathematics teacher educators,modelling,Undirected,3395,,1,"#000000"
mathematics teacher educators,pedagogical content knowledge,Undirected,3396,,1,"#000000"
mathematics teacher educators,valsiner’s zone theory,Undirected,3397,,1,"#000000"
mathematics teacher knowledge for teaching problem solving,post-implementation,Undirected,3398,,1,"#000000"
mathematics teacher knowledge for teaching problem solving,readiness to implement,Undirected,3399,,1,"#000000"
mathematics teacher knowledge for teaching problem solving,voluntary professional development,Undirected,3400,,1,"#000000"
mathematics teacher practice,secondary schools,Undirected,3401,,1,"#000000"
mathematics teacher support,value,Undirected,3402,,1,"#000000"
mathematics teachers,prison education,Undirected,3403,,1,"#000000"
mathematics teachers,professional identity,Undirected,3404,,1,"#000000"
mathematics teachers,quadratic functions,Undirected,3405,,1,"#000000"
mathematics teachers,ratio,Undirected,3406,,1,"#000000"
mathematics teachers,secondary school,Undirected,3407,,1,"#000000"
mathematics teachers,spreadsheets,Undirected,3408,,1,"#000000"
mathematics teachers,swot analysis,Undirected,3409,,1,"#000000"
mathematics teachers,theory-driven categories,Undirected,3410,,1,"#000000"
mathematics teachers,vocational education,Undirected,3411,,1,"#000000"
mathematics teachers collaboration,professional development,Undirected,3412,,1,"#000000"
mathematics teachers’ conceptions,mathematics teaching,Undirected,3415,,1,"#000000"
mathematics teachers’ conceptions,students’ conceptions,Undirected,3416,,1,"#000000"
mathematics teacher’s specialised knowledge,mathematics teachers,Undirected,3417,,1,"#000000"
mathematics teacher’s specialised knowledge,ratio,Undirected,3418,,1,"#000000"
mathematics teaching,planification,Undirected,3420,,1,"#000000"
mathematics teaching,polya’s method,Undirected,3421,,1,"#000000"
mathematics teaching,pre service elementary teachers,Undirected,3422,,1,"#000000"
mathematics teaching,problem solving,Undirected,3423,,1,"#000000"
mathematics teaching,professional development,Undirected,3424,,1,"#000000"
mathematics teaching,programming,Undirected,3425,,1,"#000000"
mathematics teaching,reflection,Undirected,3426,,1,"#000000"
mathematics teaching,reflection as a learning method,Undirected,3427,,1,"#000000"
mathematics teaching,social practice theory,Undirected,3428,,1,"#000000"
mathematics teaching,structuring features of classroom practice,Undirected,3429,,1,"#000000"
mathematics teaching,students’ conceptions,Undirected,3430,,1,"#000000"
mathematics teaching,systematic problem solving,Undirected,3431,,1,"#000000"
mathematics teaching,tasks,Undirected,3432,,1,"#000000"
mathematics teaching,teacher reflection,Undirected,3433,,1,"#000000"
mathematics teaching,tensions,Undirected,3434,,1,"#000000"
mathematics teaching framework,pre-service teachers,Undirected,3435,,1,"#000000"
mathematics teaching framework,situated abstraction,Undirected,3436,,1,"#000000"
mathematics teaching framework,transparency,Undirected,3437,,1,"#000000"
mathematics tests,natural language processing,Undirected,3438,,1,"#000000"
mathematics tests,secondary school mathematics,Undirected,3439,,1,"#000000"
mathematics workbooks,place value,Undirected,3442,,1,"#000000"
mathematics workbooks,role of zero,Undirected,3443,,1,"#000000"
mathematising,opportunities to learn,Undirected,3444,,1,"#000000"
mathematising,university mathematics lectures,Undirected,3445,,1,"#000000"
meaning-related vocabulary,translanguaging pedagogy,Undirected,3446,,1,"#000000"
measurement,multiplication,Undirected,3447,,1,"#000000"
measurement,obligations,Undirected,3448,,1,"#000000"
measurement,practical rationality,Undirected,3449,,1,"#000000"
measurement,representations,Undirected,3450,,1,"#000000"
measurement,resources and constraints,Undirected,3451,,1,"#000000"
measurement,strategies,Undirected,3452,,1,"#000000"
measurement,theorizing,Undirected,3453,,1,"#000000"
mediating primary mathematics,number sense,Undirected,3456,,1,"#000000"
mediating primary mathematics,play-responsive teaching,Undirected,3457,,1,"#000000"
mediating primary mathematics,preschool,Undirected,3458,,1,"#000000"
mental image,solution,Undirected,3459,,1,"#000000"
mental image,system of equations,Undirected,3460,,1,"#000000"
mental mathematics,pre-service teachers,Undirected,3461,,1,"#000000"
mental mathematics,reflective practice,Undirected,3462,,1,"#000000"
mental models,partitive division,Undirected,3463,,1,"#000000"
mental models,quotative division,Undirected,3464,,1,"#000000"
mental representation,teacher’s interventions,Undirected,3465,,1,"#000000"
mentors,reflection process,Undirected,3466,,1,"#000000"
mentors,stem education,Undirected,3467,,1,"#000000"
mentors,teachers’ competencies,Undirected,3468,,1,"#000000"
meta-coaching,professional development,Undirected,3469,,1,"#000000"
meta-coaching,responsive coaching,Undirected,3470,,1,"#000000"
meta-disciplinary,noticing,Undirected,3471,,1,"#000000"
meta-disciplinary,prospective teacher education,Undirected,3472,,1,"#000000"
methodology,praxeology,Undirected,3473,,1,"#000000"
methodology,rem,Undirected,3474,,1,"#000000"
microgenetic,subitising,Undirected,3475,,1,"#000000"
microgenetic,variability,Undirected,3476,,1,"#000000"
middle school,primary education,Undirected,3477,,1,"#000000"
middle school,professional education,Undirected,3478,,1,"#000000"
middle school,proportional reasoning,Undirected,3479,,1,"#000000"
middle school,task design,Undirected,3480,,1,"#000000"
middle school,teachers'-knowledge,Undirected,3481,,1,"#000000"
middle school,word problems,Undirected,3482,,1,"#000000"
middle school teachers,stem education,Undirected,3483,,1,"#000000"
misconceptions and difficulties,pre-service teachers,Undirected,3485,,1,"#000000"
misconceptions and difficulties,teacher knowledge,Undirected,3486,,1,"#000000"
misinterpretation,statistics education,Undirected,3487,,1,"#000000"
misinterpretation,teacher education,Undirected,3488,,1,"#000000"
mistaken conception,proof,Undirected,3489,,1,"#000000"
mistaken conception,theorem prover,Undirected,3490,,1,"#000000"
mistaken conception,undergraduate students,Undirected,3491,,1,"#000000"
mixed reality,virtual reality,Undirected,3496,,1,"#000000"
model building,model usability,Undirected,3500,,1,"#000000"
model knowledge,model uncertainty,Undirected,3501,,1,"#000000"
model knowledge,stochastic modeling,Undirected,3502,,1,"#000000"
model uncertainty,stochastic modeling,Undirected,3503,,1,"#000000"
modeling projects,prospective teachers,Undirected,3507,,1,"#000000"
modeling projects,teacher knowledge,Undirected,3508,,1,"#000000"
modelling,models,Undirected,3509,,1,"#000000"
modelling,outdoor mathematics,Undirected,3510,,1,"#000000"
modelling,pedagogical content knowledge,Undirected,3511,,1,"#000000"
modelling,pre-service teachers,Undirected,3512,,1,"#000000"
modelling,prompts,Undirected,3513,,1,"#000000"
modelling,situation model,Undirected,3514,,1,"#000000"
modelling,teaching and learning,Undirected,3515,,1,"#000000"
modelling,technology,Undirected,3516,,1,"#000000"
modelling,two-dimensional curriculum,Undirected,3517,,1,"#000000"
modelling competence,outdoor education,Undirected,3518,,1,"#000000"
modelling competence,student interests,Undirected,3519,,1,"#000000"
modelling instruction,scaffolding practices,Undirected,3520,,1,"#000000"
models,theories,Undirected,3521,,1,"#000000"
models,wheel of modelling,Undirected,3522,,1,"#000000"
models,wheel of writing,Undirected,3523,,1,"#000000"
modes of representation,object-centred movement,Undirected,3524,,1,"#000000"
moonbase activity,stem education,Undirected,3527,,1,"#000000"
moonbase activity,wedo 2.0 core set,Undirected,3528,,1,"#000000"
moral imagination,number concepts,Undirected,3529,,1,"#000000"
moral imagination,teacher education,Undirected,3530,,1,"#000000"
motion problem,preservice teachers,Undirected,3532,,1,"#000000"
motivation,questionnaire,Undirected,3533,,1,"#000000"
motivation,self-efficacy,Undirected,3534,,1,"#000000"
motivation,subjective relevance of mathematics education,Undirected,3535,,1,"#000000"
motivation,sustainability,Undirected,3536,,1,"#000000"
motivation,value,Undirected,3537,,1,"#000000"
movement-based learning,place value,Undirected,3538,,1,"#000000"
mtsk model,pre-service teacher education,Undirected,3539,,1,"#000000"
mtsk model,secondary school teachers,Undirected,3540,,1,"#000000"
mtsk model,teacher education,Undirected,3541,,1,"#000000"
mtsk model,teachers’ beliefs,Undirected,3542,,1,"#000000"
mtsk model,teachers’ knowledge,Undirected,3543,,1,"#000000"
mtsk model,three-fold meta-didactical conflict,Undirected,3544,,1,"#000000"
mtsk model,tpb model,Undirected,3545,,1,"#000000"
multi duo of artefacts,spatial skills,Undirected,3546,,1,"#000000"
multi duo of artefacts,tangible artefact,Undirected,3547,,1,"#000000"
multi duo of artefacts,virtual reality,Undirected,3548,,1,"#000000"
multicultural classrooms,task design,Undirected,3549,,1,"#000000"
multilingual,word problems,Undirected,3552,,1,"#000000"
multimodality,semiotic system,Undirected,3554,,1,"#000000"
multimodality,social robot’s acceptance,Undirected,3555,,1,"#000000"
multimodality,visual impairments,Undirected,3556,,1,"#000000"
multiple representations,online professional development,Undirected,3557,,1,"#000000"
multiple representations,professional learning,Undirected,3558,,1,"#000000"
multiple-choice,task design,Undirected,3559,,1,"#000000"
multiplication,primary school children,Undirected,3560,,1,"#000000"
multiplication,problem-solving,Undirected,3561,,1,"#000000"
multiplication,rectangular arrays,Undirected,3562,,1,"#000000"
multiplication,unconventional interpretation,Undirected,3563,,1,"#000000"
multiplication,unitizing concept,Undirected,3564,,1,"#000000"
multiplicative comparison,representations,Undirected,3565,,1,"#000000"
multiplicative concepts,representation,Undirected,3566,,1,"#000000"
multiplicative concepts,teachers,Undirected,3567,,1,"#000000"
multiplicative concepts,units coordination,Undirected,3568,,1,"#000000"
multiplicative problems,multiplicative reasoning,Undirected,3569,,1,"#000000"
multiplicative problems,performance,Undirected,3570,,1,"#000000"
multiplicative problems,strategies,Undirected,3571,,1,"#000000"
multiplicative reasoning,performance,Undirected,3572,,1,"#000000"
multiplicative reasoning,strategies,Undirected,3573,,1,"#000000"
multivariable functions,pre-service teacher education,Undirected,3576,,1,"#000000"
multivariable functions,study and research path,Undirected,3577,,1,"#000000"
multivariable functions,the anthropological theory of the didactic,Undirected,3578,,1,"#000000"
museums,professional development,Undirected,3579,,1,"#000000"
music,periodic functions,Undirected,3580,,1,"#000000"
narrative,pre-service teachers,Undirected,3581,,1,"#000000"
narrative,teacher education program,Undirected,3582,,1,"#000000"
narrative analysis,preservice teacher,Undirected,3583,,1,"#000000"
narrative analysis,qualitative analysis,Undirected,3584,,1,"#000000"
narrative analysis,secondary-tertiary transition,Undirected,3585,,1,"#000000"
narrative analysis,teacher competencies,Undirected,3586,,1,"#000000"
natural language processing,secondary school mathematics,Undirected,3587,,1,"#000000"
necessary object-level narratives,primary and middle school,Undirected,3588,,1,"#000000"
necessary object-level narratives,probability,Undirected,3589,,1,"#000000"
necessary object-level narratives,problem solving,Undirected,3590,,1,"#000000"
negating competence,proof,Undirected,3591,,1,"#000000"
negating competence,proof by contraposition (pbcp),Undirected,3592,,1,"#000000"
negating competence,undergraduate mathematics,Undirected,3593,,1,"#000000"
networking of theories,theory of transformative education,Undirected,3598,,1,"#000000"
neuropedagogy,teacher identity,Undirected,3599,,1,"#000000"
neuropedagogy,teacher professional development,Undirected,3600,,1,"#000000"
non-linear geometry problems,problem solving,Undirected,3608,,1,"#000000"
non-linear geometry problems,self-generated drawings,Undirected,3609,,1,"#000000"
non-mathematics degrees,transition,Undirected,3610,,1,"#000000"
non-routine problem,primary school students,Undirected,3611,,1,"#000000"
non-routine problem,problem-solving,Undirected,3612,,1,"#000000"
non-routine problem,routine problem,Undirected,3613,,1,"#000000"
normal domain,polar change of coordinates,Undirected,3614,,1,"#000000"
normal domain,questionnaire,Undirected,3615,,1,"#000000"
normal domain,teaching and learning mathematics for engineers,Undirected,3616,,1,"#000000"
norms,representation,Undirected,3617,,1,"#000000"
norms,symbolic interactionism,Undirected,3618,,1,"#000000"
noticing,pre-service mathematics teachers,Undirected,3619,,1,"#000000"
noticing,problem posing,Undirected,3620,,1,"#000000"
noticing,prospective teacher education,Undirected,3621,,1,"#000000"
noticing,seeds of algebraic thinking,Undirected,3622,,1,"#000000"
noticing,teacher noticing,Undirected,3623,,1,"#000000"
noticing,teacher noticing of student thinking,Undirected,3624,,1,"#000000"
noticing,teachers’ analysis of classroom interaction,Undirected,3625,,1,"#000000"
noticing,video clubs,Undirected,3626,,1,"#000000"
noticing,vignettes-based study,Undirected,3627,,1,"#000000"
novice facilitator,professional development,Undirected,3629,,1,"#000000"
novice secondary mathematics teachers,reasoning and proof,Undirected,3630,,1,"#000000"
number concepts,number word inversion,Undirected,3631,,1,"#000000"
number concepts,place value,Undirected,3632,,1,"#000000"
number concepts,teacher education,Undirected,3633,,1,"#000000"
number sense,paper folding,Undirected,3638,,1,"#000000"
number sense,play-responsive teaching,Undirected,3639,,1,"#000000"
number sense,preschool,Undirected,3640,,1,"#000000"
number sense,preservice elementary school teachers,Undirected,3641,,1,"#000000"
number sense,real number,Undirected,3642,,1,"#000000"
number sense,secondary education,Undirected,3643,,1,"#000000"
number series,pattern,Undirected,3644,,1,"#000000"
number series,relationship,Undirected,3645,,1,"#000000"
number series,understanding regularity,Undirected,3646,,1,"#000000"
number theory,task design,Undirected,3647,,1,"#000000"
number word inversion,place value,Undirected,3648,,1,"#000000"
numbers,preschool,Undirected,3649,,1,"#000000"
numbers,teaching actions,Undirected,3650,,1,"#000000"
numbers,variation theory,Undirected,3651,,1,"#000000"
numeracy,numeracy model,Undirected,3652,,1,"#000000"
numeracy,piaac,Undirected,3653,,1,"#000000"
numeracy,pisa framework,Undirected,3654,,1,"#000000"
numeracy,second cycle,Undirected,3655,,1,"#000000"
numeracy,secondary school,Undirected,3656,,1,"#000000"
numeracy,social work education,Undirected,3657,,1,"#000000"
numeracy,textbook research,Undirected,3658,,1,"#000000"
numeracy model,pisa framework,Undirected,3659,,1,"#000000"
numerical methods,university mathematics education,Undirected,3663,,1,"#000000"
objectification,probability,Undirected,3667,,1,"#000000"
obligations,practical rationality,Undirected,3668,,1,"#000000"
obligations,resources and constraints,Undirected,3669,,1,"#000000"
obligations,theorizing,Undirected,3670,,1,"#000000"
online,rehearsals,Undirected,3671,,1,"#000000"
online,role-playing,Undirected,3672,,1,"#000000"
online formative assessment,variables,Undirected,3673,,1,"#000000"
online professional development,professional learning,Undirected,3674,,1,"#000000"
online professional development,self-directed learning,Undirected,3675,,1,"#000000"
open environments,task design,Undirected,3677,,1,"#000000"
open environments,teaching,Undirected,3678,,1,"#000000"
open modelling problems,openness,Undirected,3679,,1,"#000000"
open modelling problems,teacher education,Undirected,3680,,1,"#000000"
open problems,preservice teachers,Undirected,3681,,1,"#000000"
open problems,problem posing,Undirected,3682,,1,"#000000"
open-ended approach,task design,Undirected,3683,,1,"#000000"
open-ended approach,teacher noticing,Undirected,3684,,1,"#000000"
open-ended approach,technology,Undirected,3685,,1,"#000000"
open-ended approach,video case,Undirected,3686,,1,"#000000"
openness,teacher education,Undirected,3687,,1,"#000000"
opportunities to learn,university mathematics lectures,Undirected,3690,,1,"#000000"
organization of studies,secondary-tertiary transition,Undirected,3692,,1,"#000000"
organization of studies,teacher expectations of students,Undirected,3693,,1,"#000000"
outdoor education,student interests,Undirected,3697,,1,"#000000"
outdoor mathematics,situation model,Undirected,3698,,1,"#000000"
paper folding,preservice elementary school teachers,Undirected,3700,,1,"#000000"
paper folding,proof,Undirected,3701,,1,"#000000"
paper folding,synergy,Undirected,3702,,1,"#000000"
paper-folding,perception of shapes,Undirected,3703,,1,"#000000"
parents,pre-school,Undirected,3707,,1,"#000000"
parents,teachers,Undirected,3708,,1,"#000000"
partial sums,schema,Undirected,3709,,1,"#000000"
partitive division,quotative division,Undirected,3714,,1,"#000000"
path-connectedness,real analysis,Undirected,3715,,1,"#000000"
paths of reasoning,patterns,Undirected,3716,,1,"#000000"
paths of reasoning,textbook analysis,Undirected,3717,,1,"#000000"
pattern,relationship,Undirected,3718,,1,"#000000"
pattern,understanding regularity,Undirected,3719,,1,"#000000"
patterns,textbook analysis,Undirected,3720,,1,"#000000"
patterns and structures,properties and relations,Undirected,3721,,1,"#000000"
patterns and structures,representation-based proofs,Undirected,3722,,1,"#000000"
patterns of participation,pre-service teachers,Undirected,3723,,1,"#000000"
patterns of participation,professional identity,Undirected,3724,,1,"#000000"
patterns of participation,upper secondary school,Undirected,3725,,1,"#000000"
pedagogical content knowledge,teacher educators,Undirected,3726,,1,"#000000"
pedagogical judgement,professional learning,Undirected,3727,,1,"#000000"
pedagogy,symmetry-breaking,Undirected,3729,,1,"#000000"
perceived difficulty,pre-service teachers,Undirected,3730,,1,"#000000"
perceived difficulty,primary school,Undirected,3731,,1,"#000000"
perceived difficulty,qualitative analysis,Undirected,3732,,1,"#000000"
perceived difficulty,qualitative study,Undirected,3733,,1,"#000000"
perceived ease of use,perceived usefulness,Undirected,3734,,1,"#000000"
perceived ease of use,pre-service teachers,Undirected,3735,,1,"#000000"
perceived usefulness,pre-service teachers,Undirected,3736,,1,"#000000"
perceiving structures,preschool education,Undirected,3737,,1,"#000000"
percentage calculation,vocational high schools,Undirected,3739,,1,"#000000"
perceptual clues,spatial structuring,Undirected,3740,,1,"#000000"
perceptual clues,visualization,Undirected,3741,,1,"#000000"
performance,strategies,Undirected,3742,,1,"#000000"
personal epistemology,secondary-tertiary transition,Undirected,3743,,1,"#000000"
personal epistemology,values,Undirected,3744,,1,"#000000"
phenomenography,vocational education,Undirected,3746,,1,"#000000"
piaac,second cycle,Undirected,3747,,1,"#000000"
pisa,qualitative content analysis,Undirected,3748,,1,"#000000"
place value,representations,Undirected,3749,,1,"#000000"
place value,role of zero,Undirected,3750,,1,"#000000"
planification,reflection,Undirected,3753,,1,"#000000"
planification,whole-class discussion,Undirected,3754,,1,"#000000"
planning,praxeologies,Undirected,3755,,1,"#000000"
planning phase,primary school,Undirected,3756,,1,"#000000"
planning phase,professional development,Undirected,3757,,1,"#000000"
play-based learning,transition to school,Undirected,3758,,1,"#000000"
play-responsive teaching,teachers’ descriptions,Undirected,3759,,1,"#000000"
play-responsive teaching,teaching,Undirected,3760,,1,"#000000"
polar change of coordinates,questionnaire,Undirected,3761,,1,"#000000"
polar change of coordinates,teaching and learning mathematics for engineers,Undirected,3762,,1,"#000000"
polya,problem-solving,Undirected,3764,,1,"#000000"
polya,secondary education,Undirected,3765,,1,"#000000"
polya’s method,reflection as a learning method,Undirected,3766,,1,"#000000"
polya’s method,systematic problem solving,Undirected,3767,,1,"#000000"
polynomial functions,secondary-tertiary transition,Undirected,3768,,1,"#000000"
positionality,pre-service teachers,Undirected,3769,,1,"#000000"
positioning theory,secondary school mathematics,Undirected,3770,,1,"#000000"
post-implementation,readiness to implement,Undirected,3771,,1,"#000000"
post-implementation,voluntary professional development,Undirected,3772,,1,"#000000"
postsecondary mathematics,social justice,Undirected,3773,,1,"#000000"
postsecondary mathematics,teacher preparation,Undirected,3774,,1,"#000000"
postsecondary mathematics,technology,Undirected,3775,,1,"#000000"
practical rationality,resources and constraints,Undirected,3776,,1,"#000000"
practical rationality,theorizing,Undirected,3777,,1,"#000000"
practice knowledge,study and research paths,Undirected,3778,,1,"#000000"
practice-based research,professional learning,Undirected,3779,,1,"#000000"
practices,prospective teachers,Undirected,3780,,1,"#000000"
practices,representation,Undirected,3781,,1,"#000000"
practices of teacher-researchers,sustainable development goals,Undirected,3783,,1,"#000000"
praxeological equipment,praxeological reference model,Undirected,3784,,1,"#000000"
praxeologies,study and research paths,Undirected,3785,,1,"#000000"
praxeologies,the anthropological theory of the didactic,Undirected,3786,,1,"#000000"
praxeology,rem,Undirected,3787,,1,"#000000"
praxeology,secondary school,Undirected,3788,,1,"#000000"
praxeology,textbook content,Undirected,3789,,1,"#000000"
praxeology,the anthropological theory of the didactic,Undirected,3790,,1,"#000000"
pre-course mathematics,secondary school mathematics,Undirected,3791,,1,"#000000"
pre-existing knowledge,teacher education,Undirected,3792,,1,"#000000"
pre-school,teachers,Undirected,3793,,1,"#000000"
pre-service mathematics teachers,productive struggle,Undirected,3796,,1,"#000000"
pre-service mathematics teachers,samr model,Undirected,3797,,1,"#000000"
pre-service mathematics teachers,scriptwriting,Undirected,3798,,1,"#000000"
pre-service mathematics teachers,seeds of algebraic thinking,Undirected,3799,,1,"#000000"
pre-service mathematics teachers,teacher education,Undirected,3800,,1,"#000000"
pre-service mathematics teachers,tpack,Undirected,3801,,1,"#000000"
pre-service mathematics teachers,video clubs,Undirected,3802,,1,"#000000"
pre-service teacher education,study and research path,Undirected,3803,,1,"#000000"
pre-service teacher education,the anthropological theory of the didactic,Undirected,3804,,1,"#000000"
pre-service teachers,problem posing,Undirected,3805,,1,"#000000"
pre-service teachers,professional identity,Undirected,3806,,1,"#000000"
pre-service teachers,prompts,Undirected,3807,,1,"#000000"
pre-service teachers,qualitative analysis,Undirected,3808,,1,"#000000"
pre-service teachers,reflective practice,Undirected,3809,,1,"#000000"
pre-service teachers,scriptwriting,Undirected,3810,,1,"#000000"
pre-service teachers,situated abstraction,Undirected,3811,,1,"#000000"
pre-service teachers,symmetry,Undirected,3812,,1,"#000000"
pre-service teachers,teacher education program,Undirected,3813,,1,"#000000"
pre-service teachers,teacher knowledge,Undirected,3814,,1,"#000000"
pre-service teachers,transparency,Undirected,3815,,1,"#000000"
pre-service teachers,upper secondary school,Undirected,3816,,1,"#000000"
pre-service teachers’ thinking,subjective theory,Undirected,3817,,1,"#000000"
pre-service teachers’ thinking,teacher education,Undirected,3818,,1,"#000000"
preschool,teachers’ descriptions,Undirected,3819,,1,"#000000"
preschool,teaching,Undirected,3820,,1,"#000000"
preschool,teaching actions,Undirected,3821,,1,"#000000"
preschool,variation theory,Undirected,3822,,1,"#000000"
preschool,written numbers,Undirected,3823,,1,"#000000"
preschool education,professional development,Undirected,3824,,1,"#000000"
preservice primary teachers,relations in affective variables,Undirected,3827,,1,"#000000"
preservice support teachers,special education,Undirected,3828,,1,"#000000"
preservice teacher,problem solving,Undirected,3829,,1,"#000000"
preservice teacher,student thinking,Undirected,3830,,1,"#000000"
preservice teacher,students’ solutions,Undirected,3831,,1,"#000000"
preservice teacher,teacher competencies,Undirected,3832,,1,"#000000"
preservice teacher,teacher noticing,Undirected,3833,,1,"#000000"
preservice teacher,video case,Undirected,3834,,1,"#000000"
preservice teacher education,probability,Undirected,3835,,1,"#000000"
preservice teacher education,proportional reasoning,Undirected,3836,,1,"#000000"
preservice teacher education,steam education,Undirected,3837,,1,"#000000"
preservice teacher education,teacher expertise,Undirected,3838,,1,"#000000"
preservice teacher education,textbooks,Undirected,3839,,1,"#000000"
preservice teacher education,variation theory,Undirected,3840,,1,"#000000"
preservice teachers,primary school,Undirected,3841,,1,"#000000"
