"Source","Target","Weight"
"mathematics education","mathematics teaching",1
"mathematics education","multimodality",1
"mathematics education","nomogram",1
"mathematics education","participation",1
"mathematics education","practices of teacher-researchers",1
"mathematics education","pre-service teachers",1
"mathematics education","primary education",1
"mathematics education","primary school",1
"mathematics education","prison education",1
"mathematics education","problem posing",1
"mathematics education","problem-solving",1
"mathematics education","problem-solving strategies",1
"mathematics education","programmable robots",1
"mathematics education","qualitative analysis",1
"mathematics education","qualitative study",1
"mathematics education","representation",1
"mathematics education","research problems",1
"mathematics education","scale",1
"mathematics education","second level",1
"mathematics education","semiotic system",1
"mathematics education","silent video task",1
"mathematics education","simulation",1
"mathematics education","steam education",1
"mathematics education","stem education",1
"mathematics education","structural coupling",1
"mathematics education","structure sense",1
"mathematics education","structuring features of classroom practice",1
"mathematics education","student teachers",1
"mathematics education","support vector machine",1
"mathematics education","sustainability",1
"mathematics education","sustainability competences",1
"mathematics education","task design",1
"mathematics education","teacher education",1
"mathematics education","teacher identity",1
"mathematics education","teacher views",1
"mathematics education","textbook content",1
"mathematics education","textbook research",1
"mathematics education","theory use",1
"mathematics education","undergraduate students",1
"mathematics education","use of resources",1
"mathematics education","workplace mathematics",1
"mathematics education for sustainability","motivation",1
"mathematics education for sustainability","questionnaire",1
"mathematics education for sustainability","sustainability",1
"mathematics education research","primary historical sources",1
"mathematics for engineers","numerical integration",1
"mathematics identity","queer",1
"mathematics identity","trans",1
"mathematics instruction","mathematics teachers collaboration",1
"mathematics instruction","professional development",1
"mathematics learning","multimodality",1
"mathematics learning","social robot’s acceptance",1
"mathematics learning difficulties","parents",1
"mathematics learning difficulties","pre-school",1
"mathematics learning difficulties","teachers",1
"mathematics lecturers","task design",1
"mathematics professional development","politics of education",1
"mathematics professional development","teacher leaders in mathematics",1
"mathematics tasks","primary education",1
"mathematics tasks","students’ identity",1
"mathematics tasks","sustainability",1
"mathematics tasks","vocational education",1
"mathematics teacher education","online",1
"mathematics teacher education","pedagogical content knowledge",1
"mathematics teacher education","planning",1
"mathematics teacher education","praxeologies",1
"mathematics teacher education","praxeologies.",1
"mathematics teacher education","rehearsals",1
"mathematics teacher education","role-playing",1
"mathematics teacher education","teacher educators",1
"mathematics teacher educator","mental mathematics",1
"mathematics teacher educator","noticing",1
"mathematics teacher educator","practice-based research",1
"mathematics teacher educator","pre-service teachers",1
"mathematics teacher educator","problem posing",1
"mathematics teacher educator","professional development",1
"mathematics teacher educator","professional learning",1
"mathematics teacher educator","professional roles",1
"mathematics teacher educator","reflective practice",1
"mathematics teacher educator","teacher education",1
"mathematics teacher educator","teaching practicum",1
"mathematics teacher educators","modelling",1
"mathematics teacher educators","pedagogical content knowledge",1
"mathematics teacher educators","valsiner’s zone theory",1
"mathematics teacher knowledge for teaching problem solving","post-implementation",1
"mathematics teacher knowledge for teaching problem solving","readiness to implement",1
"mathematics teacher knowledge for teaching problem solving","voluntary professional development",1
"mathematics teacher practice","secondary schools",1
"mathematics teacher support","value",1
"mathematics teachers","prison education",1
"mathematics teachers","professional identity",1
"mathematics teachers","quadratic functions",1
"mathematics teachers","ratio",1
"mathematics teachers","secondary school",1
"mathematics teachers","spreadsheets",1
"mathematics teachers","swot analysis",1
"mathematics teachers","theory-driven categories",1
"mathematics teachers","vocational education",1
"mathematics teachers collaboration","professional development",1
"mathematics teachers specialised knowledge","numerical thinking",1
"mathematics teachers specialised knowledge","tasks for teacher education",1
"mathematics teachers’ conceptions","mathematics teaching",1
"mathematics teachers’ conceptions","students’ conceptions",1
"mathematics teacher’s specialised knowledge","mathematics teachers",1
"mathematics teacher’s specialised knowledge","ratio",1
"mathematics teacher’s specialized knowledge","translation geometric isometric transformation",1
"mathematics teaching","planification",1
"mathematics teaching","polya’s method",1
"mathematics teaching","pre service elementary teachers",1
"mathematics teaching","problem solving",1
"mathematics teaching","professional development",1
"mathematics teaching","programming",1
"mathematics teaching","reflection",1
"mathematics teaching","reflection as a learning method",1
"mathematics teaching","social practice theory",1
"mathematics teaching","structuring features of classroom practice",1
"mathematics teaching","students’ conceptions",1
"mathematics teaching","systematic problem solving",1
"mathematics teaching","tasks",1
"mathematics teaching","teacher reflection",1
"mathematics teaching","tensions",1
"mathematics teaching framework","pre-service teachers",1
"mathematics teaching framework","situated abstraction",1
"mathematics teaching framework","transparency",1
"mathematics tests","natural language processing",1
"mathematics tests","secondary school mathematics",1
"mathematics textbook tasks","routines",1
"mathematics textbook tasks","visual mediators",1
"mathematics workbooks","place value",1
"mathematics workbooks","role of zero",1
"mathematising","opportunities to learn",1
"mathematising","university mathematics lectures",1
"meaning-related vocabulary","translanguaging pedagogy",1
"measurement","multiplication",1
"measurement","obligations",1
"measurement","practical rationality",1
"measurement","representations",1
"measurement","resources and constraints",1
"measurement","strategies",1
"measurement","theorizing",1
"mechanics","mixed praxeologies",1
"mechanics","paired courses",1
"mediating primary mathematics","number sense",1
"mediating primary mathematics","play-responsive teaching",1
"mediating primary mathematics","preschool",1
"mental image","solution",1
"mental image","system of equations",1
"mental mathematics","pre-service teachers",1
"mental mathematics","reflective practice",1
"mental models","partitive division",1
"mental models","quotative division",1
"mental representation","teacher’s interventions",1
"mentors","reflection process",1
"mentors","stem education",1
"mentors","teachers’ competencies",1
"meta-coaching","professional development",1
"meta-coaching","responsive coaching",1
"meta-disciplinary","noticing",1
"meta-disciplinary","prospective teacher education",1
"methodology","praxeology",1
"methodology","rem",1
"microgenetic","subitising",1
"microgenetic","variability",1
"middle school","primary education",1
"middle school","professional education",1
"middle school","proportional reasoning",1
"middle school","task design",1
"middle school","teachers'-knowledge",1
"middle school","word problems",1
"middle school teachers","stem education",1
"minicomputer","modern mathematics",1
"misconceptions and difficulties","pre-service teachers",1
"misconceptions and difficulties","teacher knowledge",1
"misinterpretation","statistics education",1
"misinterpretation","teacher education",1
"mistaken conception","proof",1
"mistaken conception","theorem prover",1
"mistaken conception","undergraduate students",1
"mixed methods","teacher certification",1
"mixed methods","teacher motivation",1
"mixed methods","teacher persistence",1
"mixed praxeologies","paired courses",1
"mixed reality","virtual reality",1
"mixed-ability","secondary",1
"mixed-ability","universal design for learning (udl)",1
"modality of study","real numbers",1
"model building","model usability",1
"model knowledge","model uncertainty",1
"model knowledge","stochastic modeling",1
"model uncertainty","stochastic modeling",1
"model-theoretic approach on proof and proving","proof by interpretation",1
"model-theoretic approach on proof and proving","semantics",1
"model-theoretic approach on proof and proving","syntax",1
"modeling projects","prospective teachers",1
"modeling projects","teacher knowledge",1
"modelling","models",1
"modelling","outdoor mathematics",1
"modelling","pedagogical content knowledge",1
"modelling","pre-service teachers",1
"modelling","prompts",1
"modelling","situation model",1
"modelling","teaching and learning",1
"modelling","technology",1
"modelling","two-dimensional curriculum",1
"modelling competence","outdoor education",1
"modelling competence","student interests",1
"modelling instruction","scaffolding practices",1
"models","theories",1
"models","wheel of modelling",1
"models","wheel of writing",1
"modes of representation","object-centred movement",1
"monitoring","tasks of teaching",1
"monitoring","work of teaching",1
"moonbase activity","stem education",1
"moonbase activity","wedo 2.0 core set",1
"moral imagination","number concepts",1
"moral imagination","teacher education",1
"motion graphs","theory of objectification",1
"motion problem","preservice teachers",1
"motivation","questionnaire",1
"motivation","self-efficacy",1
"motivation","subjective relevance of mathematics education",1
"motivation","sustainability",1
"motivation","value",1
"movement-based learning","place value",1
"mtsk model","pre-service teacher education",1
"mtsk model","secondary school teachers",1
"mtsk model","teacher education",1
"mtsk model","teachers’ beliefs",1
"mtsk model","teachers’ knowledge",1
"mtsk model","three-fold meta-didactical conflict",1
"mtsk model","tpb model",1
"multi duo of artefacts","spatial skills",1
"multi duo of artefacts","tangible artefact",1
"multi duo of artefacts","virtual reality",1
"multicultural classrooms","task design",1
"multidigit multiplication","strategy flexibility",1
"multilevel structural equation model","teacher-student interactions",1
"multilingual","word problems",1
"multilingual classrooms","teacher responsiveness",1
"multimodality","semiotic system",1
"multimodality","social robot’s acceptance",1
"multimodality","visual impairments",1
"multiple representations","online professional development",1
"multiple representations","professional learning",1
"multiple-choice","task design",1
"multiplication","primary school children",1
"multiplication","problem-solving",1
"multiplication","rectangular arrays",1
"multiplication","unconventional interpretation",1
"multiplication","unitizing concept",1
"multiplicative comparison","representations",1
"multiplicative concepts","representation",1
"multiplicative concepts","teachers",1
"multiplicative concepts","units coordination",1
"multiplicative problems","multiplicative reasoning",1
"multiplicative problems","performance",1
"multiplicative problems","strategies",1
"multiplicative reasoning","performance",1
"multiplicative reasoning","strategies",1
"multivariable calculus","student misconceptions",1
"multivariable calculus","student strategies",1
"multivariable functions","pre-service teacher education",1
"multivariable functions","study and research path",1
"multivariable functions","the anthropological theory of the didactic",1
"museums","professional development",1
"music","periodic functions",1
"narrative","pre-service teachers",1
"narrative","teacher education program",1
"narrative analysis","preservice teacher",1
"narrative analysis","qualitative analysis",1
"narrative analysis","secondary-tertiary transition",1
"narrative analysis","teacher competencies",1
"natural language processing","secondary school mathematics",1
"necessary object-level narratives","primary and middle school",1
"necessary object-level narratives","probability",1
"necessary object-level narratives","problem solving",1
"negating competence","proof",1
"negating competence","proof by contraposition (pbcp)",1
"negating competence","undergraduate mathematics",1
"negative numbers","numerical extensions",1
"negative numbers","operator interpretation",1
"negative numbers","states",1
"negative numbers","transformations",1
"networking of theories","theory of transformative education",1
"neuropedagogy","teacher identity",1
"neuropedagogy","teacher professional development",1
"new materialism","paradigm",1
"new materialism","participatory methodology",1
"new materialism","radical embodiment",1
"new materialism","transformative methodology",1
"new school movement","ovide decroly",1
"new school movement","paul libois",1
"non economical definitions","quadrilaterals",1
"non-linear geometry problems","problem solving",1
"non-linear geometry problems","self-generated drawings",1
"non-mathematics degrees","transition",1
"non-routine problem","primary school students",1
"non-routine problem","problem-solving",1
"non-routine problem","routine problem",1
"normal domain","polar change of coordinates",1
"normal domain","questionnaire",1
"normal domain","teaching and learning mathematics for engineers",1
"norms","representation",1
"norms","symbolic interactionism",1
"noticing","pre-service mathematics teachers",1
"noticing","problem posing",1
"noticing","prospective teacher education",1
"noticing","seeds of algebraic thinking",1
"noticing","teacher noticing",1
"noticing","teacher noticing of student thinking",1
"noticing","teachers’ analysis of classroom interaction",1
"noticing","video clubs",1
"noticing","vignettes-based study",1
"noticing practices around teaching angles","secondary-school mathematics teachers",1
"novice facilitator","professional development",1
"novice secondary mathematics teachers","reasoning and proof",1
"number concepts","number word inversion",1
"number concepts","place value",1
"number concepts","teacher education",1
"number knowledge","partitioning",1
"number knowledge","toddlers",1
"number knowledge","units",1
"number patterns","problem characteristics",1
"number sense","paper folding",1
"number sense","play-responsive teaching",1
"number sense","preschool",1
"number sense","preservice elementary school teachers",1
"number sense","real number",1
"number sense","secondary education",1
"number series","pattern",1
"number series","relationship",1
"number series","understanding regularity",1
"number theory","task design",1
"number word inversion","place value",1
"numbers","preschool",1
"numbers","teaching actions",1
"numbers","variation theory",1
"numeracy","numeracy model",1
"numeracy","piaac",1
"numeracy","pisa framework",1
"numeracy","second cycle",1
"numeracy","secondary school",1
"numeracy","social work education",1
"numeracy","textbook research",1
"numeracy model","pisa framework",1
"numerical extensions","operator interpretation",1
"numerical extensions","states",1
"numerical extensions","transformations",1
"numerical methods","university mathematics education",1
"numerical pattern","primary school",1
"numerical pattern","verbalization",1
"numerical thinking","tasks for teacher education",1
"objectification","probability",1
"obligations","practical rationality",1
"obligations","resources and constraints",1
"obligations","theorizing",1
"online","rehearsals",1
"online","role-playing",1
"online formative assessment","variables",1
"online professional development","professional learning",1
"online professional development","self-directed learning",1
"ontology","perspectival anthropology",1
"open environments","task design",1
"open environments","teaching",1
"open modelling problems","openness",1
"open modelling problems","teacher education",1
"open problems","preservice teachers",1
"open problems","problem posing",1
"open-ended approach","task design",1
"open-ended approach","teacher noticing",1
"open-ended approach","technology",1
"open-ended approach","video case",1
"openness","teacher education",1
"operator interpretation","states",1
"operator interpretation","transformations",1
"opportunities to learn","university mathematics lectures",1
"orchestration chains","technology integration",1
"organization of studies","secondary-tertiary transition",1
"organization of studies","teacher expectations of students",1
"original sources","use of figures",1
"otherness","social and political dimension of mathematics education",1
"otherness","teachers’ practices",1
"outdoor education","student interests",1
"outdoor mathematics","situation model",1
"ovide decroly","paul libois",1
"paper folding","preservice elementary school teachers",1
"paper folding","proof",1
"paper folding","synergy",1
"paper-folding","perception of shapes",1
"paradigm","participatory methodology",1
"paradigm","radical embodiment",1
"paradigm","transformative methodology",1
"parents","pre-school",1
"parents","teachers",1
"partial sums","schema",1
"participatory methodology","radical embodiment",1
"participatory methodology","transformative methodology",1
"partitioning","toddlers",1
"partitioning","units",1
"partitive division","quotative division",1
"path-connectedness","real analysis",1
"paths of reasoning","patterns",1
"paths of reasoning","textbook analysis",1
"pattern","relationship",1
"pattern","understanding regularity",1
"patterns","textbook analysis",1
"patterns and structures","properties and relations",1
"patterns and structures","representation-based proofs",1
"patterns of participation","pre-service teachers",1
"patterns of participation","professional identity",1
"patterns of participation","upper secondary school",1
"pedagogical content knowledge","teacher educators",1
"pedagogical judgement","professional learning",1
"pedagogical practices","systems of thought",1
"pedagogy","symmetry-breaking",1
"perceived difficulty","pre-service teachers",1
"perceived difficulty","primary school",1
"perceived difficulty","qualitative analysis",1
"perceived difficulty","qualitative study",1
"perceived ease of use","perceived usefulness",1
"perceived ease of use","pre-service teachers",1
"perceived usefulness","pre-service teachers",1
"perceiving structures","preschool education",1
"percentage","relative value",1
"percentage calculation","vocational high schools",1
"perceptual clues","spatial structuring",1
"perceptual clues","visualization",1
"performance","strategies",1
"personal epistemology","secondary-tertiary transition",1
"personal epistemology","values",1
"personalised learning","self-regulation",1
"phenomenography","vocational education",1
"piaac","second cycle",1
"pisa","qualitative content analysis",1
"place value","representations",1
"place value","role of zero",1
"place value understanding","representations of numbers",1
"plane geometry","subject-matter didactics",1
"planification","reflection",1
"planification","whole-class discussion",1
"planning","praxeologies",1
"planning phase","primary school",1
"planning phase","professional development",1
"play-based learning","transition to school",1
"play-responsive teaching","teachers’ descriptions",1
"play-responsive teaching","teaching",1
"polar change of coordinates","questionnaire",1
"polar change of coordinates","teaching and learning mathematics for engineers",1
"politics of education","teacher leaders in mathematics",1
"polya","problem-solving",1
"polya","secondary education",1
"polya’s method","reflection as a learning method",1
"polya’s method","systematic problem solving",1
"polynomial functions","secondary-tertiary transition",1
"positionality","pre-service teachers",1
"positioning theory","secondary school mathematics",1
"post-implementation","readiness to implement",1
"post-implementation","voluntary professional development",1
"postsecondary mathematics","social justice",1
"postsecondary mathematics","teacher preparation",1
"postsecondary mathematics","technology",1
"practical rationality","resources and constraints",1
"practical rationality","theorizing",1
"practice knowledge","study and research paths",1
"practice-based research","professional learning",1
"practices","prospective teachers",1
"practices","representation",1
"practices in mathematics education","research framework",1
"practices of teacher-researchers","sustainable development goals",1
"praxeological equipment","praxeological reference model",1
"praxeologies","study and research paths",1
"praxeologies","the anthropological theory of the didactic",1
"praxeology","rem",1
"praxeology","secondary school",1
"praxeology","textbook content",1
"praxeology","the anthropological theory of the didactic",1
"pre-course mathematics","secondary school mathematics",1
"pre-existing knowledge","teacher education",1
"pre-school","teachers",1
"pre-school education","representations of number",1
"pre-school education","whole numbers",1
"pre-service mathematics teachers","productive struggle",1
"pre-service mathematics teachers","samr model",1
"pre-service mathematics teachers","scriptwriting",1
"pre-service mathematics teachers","seeds of algebraic thinking",1
"pre-service mathematics teachers","teacher education",1
"pre-service mathematics teachers","tpack",1
"pre-service mathematics teachers","video clubs",1
"pre-service teacher education","study and research path",1
"pre-service teacher education","the anthropological theory of the didactic",1
"pre-service teachers","problem posing",1
"pre-service teachers","professional identity",1
"pre-service teachers","prompts",1
"pre-service teachers","qualitative analysis",1
"pre-service teachers","reflective practice",1
"pre-service teachers","scriptwriting",1
"pre-service teachers","situated abstraction",1
"pre-service teachers","symmetry",1
"pre-service teachers","teacher education program",1
"pre-service teachers","teacher knowledge",1
"pre-service teachers","transparency",1
"pre-service teachers","upper secondary school",1
"pre-service teachers’ thinking","subjective theory",1
"pre-service teachers’ thinking","teacher education",1
"preschool","teachers’ descriptions",1
"preschool","teaching",1
"preschool","teaching actions",1
"preschool","variation theory",1
"preschool","written numbers",1
"preschool education","professional development",1
"preservice primary school teachers","textbook",1
"preservice primary school teachers","three-dimensional geometry",1
"preservice primary teachers","relations in affective variables",1
"preservice support teachers","special education",1
"preservice teacher","problem solving",1
"preservice teacher","student thinking",1
"preservice teacher","students’ solutions",1
"preservice teacher","teacher competencies",1
"preservice teacher","teacher noticing",1
"preservice teacher","video case",1
"preservice teacher education","probability",1
"preservice teacher education","proportional reasoning",1
"preservice teacher education","steam education",1
"preservice teacher education","teacher expertise",1
"preservice teacher education","textbooks",1
"preservice teacher education","variation theory",1
"preservice teachers","primary school",1
"preservice teachers","problem posing",1
"preservice teachers","professional instrumental genesis",1
"preservice teachers","questioning techniques",1
"preservice teachers","schemes",1
"preservice teachers","semantic structure",1
"preservice teachers","spatial geometry",1
"preservice teachers","textile dilemmas",1
"preservice teachers","tutoring",1
"preservice teachers","validity",1
"preservice teachers","word problem",1
"primary and middle school","probability",1
"primary and middle school","problem solving",1
"primary education","professional education",1
"primary education","reasoning",1
"primary education","sustainability competences",1
"primary education","teacher interventions",1
"primary grades","stem",1
"primary historical sources","primary source projects",1
"primary historical sources","teaching and learning of analysis and calculus",1
"primary historical sources","transgressions",1
"primary historical sources","undergraduate mathematics education",1
"primary mathematics","robot coding integration",1
"primary mathematics","technology",1
"primary school","problems solving",1
"primary school","qualitative study",1
"primary school","secondary school",1
"primary school","solving strategies",1
"primary school","spatial reasoning",1
"primary school","student-teacher interaction",1
"primary school","subject-specific support",1
"primary school","teacher education",1
"primary school","teacher-researcher collaboration",1
"primary school","teaching experiments",1
"primary school","verbalization",1
"primary school","word problems",1
"primary school mathematics","programming",1
"primary school students","problem solving",1
"primary school students","problem-solving",1
"primary school students","routine problem",1
"primary school students","scaffolding",1
"primary school students","task design",1
"primary school teachers","proof and proving",1
"primary school teachers","teacher views",1
"primary school teachers","value-cost-expectancy framework.",1
"primary source projects","teaching and learning of analysis and calculus",1
"primary source projects","transgressions",1
"primary source projects","undergraduate mathematics education",1
"prison context","teacher perspective",1
"prison context","teacher practice",1
"prison education","special needs education",1
"prison education","swot analysis",1
"prison education","teacher identity",1
"prison education","teacher views",1
"prison education","theory-driven categories",1
"probabilistic reasoning","statistical modeling",1
"probability","problem solving",1
"probability","proportional reasoning",1
"probability","upper secondary school",1
"problem","reliability",1
"problem posing","problem selection",1
"problem posing","prospective elementary teachers",1
"problem posing","prospective primary teacher",1
"problem posing","reflection",1
"problem posing","task values",1
"problem posing","task-based motivation",1
"problem posing","teacher education",1
"problem selection","prospective elementary teachers",1
"problem solving","professional development",1
"problem solving","programming",1
"problem solving","real-world problems",1
"problem solving","representation",1
"problem solving","secondary school",1
"problem solving","secondary-tertiary transition",1
"problem solving","self-generated drawings",1
"problem solving","student teachers",1
"problem solving","students’ perspective",1
"problem solving","students’ solutions",1
"problem solving","tasks",1
"problem solving","tensions",1
"problem solving","use of the illustrations",1
"problem solving","word problem",1
"problem-based learning","vector cross product",1
"problem-based learning","virtual reality",1
"problem-posing","tpack. pre-service high school mathematics teachers",1
"problem-solving","problem-solving strategies",1
"problem-solving","proportional reasoning",1
"problem-solving","proving process",1
"problem-solving","routine problem",1
"problem-solving","secondary education",1
"problem-solving","support-element",1
"problem-solving","teacher education",1
"problem-solving","teachers’ knowledge",1
"problem-solving","teaching practice",1
"problem-solving","undergraduate students",1
"problem-solving strategies","undergraduate students",1
"problems of practice","teacher learning",1
"problems solving","solving strategies",1
"problems solving","word problems",1
"productive struggle","scriptwriting",1
"productive struggle","teacher education",1
"professional development","professional learning",1
"professional development","responsive coaching",1
"professional development","roles",1
"professional development","second level",1
"professional development","silent video task",1
"professional development","situatedness",1
"professional development","special educational",1
"professional development","talk moves",1
"professional development","task analysis",1
"professional development","tasks",1
"professional development","teacher noticing",1
"professional development","teaching experiments",1
"professional development","teaching moves",1
"professional development","teaching quality",1
"professional development","tensions",1
"professional development program","professional growth",1
"professional development program","teacher educators",1
"professional identity","upper secondary school",1
"professional identity","vocational education",1
"professional instrumental genesis","programming",1
"professional instrumental genesis","schemes",1
"professional learning","teacher collaboration",1
"professional learning","teachers’ mathematical knowledge",1
"professional learning","teaching quality",1
"professional learning communities","students’ mathematical writing",1
"professional learning communities","teacher collaboration",1
"professional roles","teacher education",1
"professional roles","teaching practicum",1
"programmable robots","programming",1
"programming","robotics",1
"programming","schemes",1
"programming","scratch",1
"programming","secondary school mathematics",1
"programming","spatial reasoning",1
"programming","structuring features of classroom practice",1
"programming","student teachers",1
"programming","teaching algebra",1
"programming","teaching experiment",1
"programming","textbooks",1
"projective geometry","theory of objectification",1
"prompt","teacher interventions",1
"proof","proof by contraposition (pbcp)",1
"proof","proof construction",1
"proof","secondary mathematics",1
"proof","secondary school mathematics",1
"proof","survey",1
"proof","synergy",1
"proof","textbook research",1
"proof","thales’ theorem",1
"proof","theorem prover",1
"proof","undergraduate mathematics",1
"proof","undergraduate students",1
"proof and proving","teacher views",1
"proof and proving","value-cost-expectancy framework.",1
"proof based teaching","proving",1
"proof based teaching","teacher knowledge",1
"proof by contraposition (pbcp)","undergraduate mathematics",1
"proof by interpretation","semantics",1
"proof by interpretation","syntax",1
"proof construction","secondary mathematics",1
"proof construction","survey",1
"proof methods","reasoning",1
"proof methods","undergraduates",1
"proof types","toulmin scheme",1
"proof writing","teaching with lean",1
"properties and relations","representation-based proofs",1
"proportional judgement","replication study",1
"proportional reasoning","semiotic bundle",1
"proportional reasoning","task design",1
"proportional reasoning","teacher education",1
"prospective mathematics teacher","teacher design capacity",1
"prospective mathematics teachers","real numbers",1
"prospective mathematics teachers","specialised knowledge",1
"prospective primary teacher","teacher education",1
"prospective teachers","proving and proof",1
"prospective teachers","teacher education",1
"prospective teachers","teacher knowledge",1
"protractor","spatial navigation",1
"protractor","textual programming",1
"proving","teacher knowledge",1
"pólya","problem solving",1
"pólya","real-world problems",1
"pósa method","tournaments",1
"quadratic equations","research-based",1
"quadratic equations","teacher guide",1
"quadratic equations","upper-secondary",1
"quadratic function","representations of function",1
"qualitative analysis","secondary-tertiary transition",1
"quantitative reasoning","word problem",1
"quantitative relation","quantity",1
"quantitative relation","spatial visualization",1
"quantitative relation","visuospatial working memory",1
"quantity","spatial visualization",1
"quantity","visuospatial working memory",1
"quasi-experimental study","teaching experiment",1
"queer","trans",1
"questioning techniques","tutoring",1
"questionnaire","subject integrated team teaching",1
"questionnaire","sustainability",1
"questionnaire","teaching and learning mathematics for engineers",1
"questionnaire","vocational education",1
"questionnaire","vocational mathematics",1
"radical embodiment","transformative methodology",1
"rational numbers","tree graph",1
"rational numbers","word problem solving",1
"readiness to implement","voluntary professional development",1
"reading levels","secondary education",1
"reading levels","textbooks",1
"real number","secondary education",1
"real numbers","specialised knowledge",1
"reasoning","recipes",1
"reasoning","undergraduates",1
"reasoning and proof","technological pedagogical content knowledge",1
"rectangular arrays","unconventional interpretation",1
"rectangular arrays","unitizing concept",1
"reference materials","theory of didactical situations",1
"reflection","teacher education",1
"reflection","whole-class discussion",1
"reflection as a learning method","systematic problem solving",1
"reflection process","stem education",1
"reflection process","teachers’ competencies",1
"rehearsals","role-playing",1
"reification","type theory",1
"relationship","understanding regularity",1
"relationships","social justice",1
"relationships","teachers and learners",1
"relative importance analysis","sub-scores",1
"relative importance analysis","test scores",1
"relevance dimensions of mathematics education","subjective relevance of mathematics education",1
"repeating patterns","structural awareness",1
"repeating patterns","variation theory",1
"representation","symbolic interactionism",1
"representation","teachers",1
"representation","units coordination",1
"representations","strategies",1
"representations","units of length and mass",1
"representations of number","whole numbers",1
"representations of practice","teacher learning",1
"research knowledge","transposition",1
"research methods","research problems",1
"research methods","theory use",1
"research problems","theory use",1
"research visualization","teacher learning",1
"research visualization","teaching practices",1
"research visualization","teaching representations",1
"research-based","teacher guide",1
"research-based","upper-secondary",1
"resonance","university mathematics education",1
"resources","statistics teaching",1
"resources and constraints","theorizing",1
"risk literacy","simulations",1
"risk literacy","statistics education",1
"robot coding integration","technology",1
"roles","teacher education",1
"routines","visual mediators",1
"rural schools","stem education",1
"rural schools","teacher leadership",1
"sad affects","teacher education",1
"samr model","tpack",1
"scaffolding","task design",1
"school algebra","students’ learning",1
"scratch","simulation",1
"scratch","teaching algebra",1
"scratch","teaching experiment",1
"scratch","teaching practice",1
"screening","semantic waves",1
"scriptwriting","symmetry",1
"scriptwriting","teacher education",1
"secondary","universal design for learning (udl)",1
"secondary education","textbooks",1
"secondary education","two-column proofs",1
"secondary mathematics","survey",1
"secondary mathematics education","teacher autonomy",1
"secondary mathematics education","visual representation",1
"secondary school","sustainability",1
"secondary school mathematics","textbook research",1
"secondary school mathematics","textbooks",1
"secondary school mathematics","thales’ theorem",1
"secondary school teachers","teacher education",1
"secondary school teachers","three-fold meta-didactical conflict",1
"secondary teacher education","subject matter noticing",1
"secondary teacher education","survey",1
"secondary teacher education","the double discontinuity",1
"secondary teacher education","university mathematics",1
"secondary-tertiary transition","teacher expectations of students",1
"secondary-tertiary transition","teacher-researcher partnerships",1
"secondary-tertiary transition","teaching design",1
"secondary-tertiary transition","undergraduate mathematics education",1
"secondary-tertiary transition","values",1
"seeds of algebraic thinking","video clubs",1
"self-assessment predictors","student perceptions",1
"self-assessment predictors","undergraduate mathematics",1
"self-concept","stem",1
"self-concept","women",1
"self-efficacy","value",1
"self-perception","teacher knowledge",1
"self-perception","teaching experience",1
"semantics","syntax",1
"semiosphere","ste(a)m",1
"semiotic","steam education",1
"semiotic bundle","students’ obstacles",1
"semiotic bundle","teacher education",1
"semiotic bundle","teacher’s aids",1
"semiotic bundle","technologies",1
"sharing contents","teacher education",1
"sign language","variables",1
"silent video task","teacher education",1
"silent video task","teacher noticing",1
"simulations","statistical modelling",1
"simulations","study and research paths",1
"simulations","teacher education-preservice",1
"simulations","teacher educator",1
"simulations","tertiary education",1
"sine","trigonometry",1
"situated abstraction","transparency",1
"situated knowledge","standardized assessment",1
"situatedness","teacher education",1
"social and political dimension of mathematics education","teachers’ practices",1
"social justice","teacher preparation",1
"social justice","teachers and learners",1
"social justice","technology",1
"social media","statistical literacy",1
"social media","stem education",1
"social media","world of work",1
"social practice theory","teacher reflection",1
"socio-cultural practices","translation",1
"socio-epistemology approach","teacher professional development",1
"socio-political studies","survey methods",1
"sociocultural factors","textbook analysis",1
"solution","system of equations",1
"solutions","statewide exit exams",1
"solving steps","teachers",1
"solving steps","visual representation",1
"solving steps","word problems",1
"solving strategies","word problems",1
"sorting task","structure sense",1
"space of joint action","togethering",1
"spatial navigation","textual programming",1
"spatial reasoning","task design",1
"spatial reasoning","visual arts",1
"spatial skills","tangible artefact",1
"spatial skills","virtual reality",1
"spatial structuring","visualization",1
"spatial visualization","visuospatial working memory",1
"spontaneous conceptions","warrant",1
"spreadsheet","statistics",1
"stack","student misconception",1
"stack","task development",1
"stack","techer education",1
"stack","visualization",1
"standardised sssessment","teachers beliefs",1
"standardised sssessment","teachers knowledge",1
"states","transformations",1
"static visualisations","understanding",1
"statistical modelling","study and research paths",1
"statistical modelling","tertiary education",1
"statistical reasoning","toulmin’s model",1
"statistics","study and research path",1
"statistics","study and research paths",1
"steam education","sustainable development goals",1
"stem","task design",1
"stem","teacher education",1
"stem","women",1
"stem careers","stem education",1
"stem education","teacher leadership",1
"stem education","teachers’ competencies",1
"stem education","wedo 2.0 core set",1
"stem education","world of work",1
"stem majors","tertiary students",1
"straight-line helicoids","visuospatial abilities",1
"structural approach","two-digit subtraction",1
"structural approach","variation theory",1
"structural awareness","variation theory",1
"structuralist praxeologies","topology",1
"student misconception","techer education",1
"student misconceptions","student strategies",1
"student motivation","student participation",1
