Source,Target,Type,Id,Label,Weight
mathematics education,scale,Undirected,3331,,1
mathematics education,second level,Undirected,3332,,1
mathematics education,semiotic system,Undirected,3333,,1
mathematics education,silent video task,Undirected,3334,,1
mathematics education,simulation,Undirected,3335,,1
mathematics education,steam education,Undirected,3336,,1
mathematics education,stem education,Undirected,3337,,1
mathematics education,structural coupling,Undirected,3338,,1
mathematics education,structure sense,Undirected,3339,,1
mathematics education,structuring features of classroom practice,Undirected,3340,,1
mathematics education,student teachers,Undirected,3341,,1
mathematics education,support vector machine,Undirected,3342,,1
mathematics education,sustainability,Undirected,3343,,1
mathematics education,sustainability competences,Undirected,3344,,1
mathematics education,task design,Undirected,3345,,1
mathematics education,teacher education,Undirected,3346,,1
mathematics education,teacher identity,Undirected,3347,,1
mathematics education,teacher views,Undirected,3348,,1
mathematics education,textbook content,Undirected,3349,,1
mathematics education,textbook research,Undirected,3350,,1
mathematics education,theory use,Undirected,3351,,1
mathematics education,undergraduate students,Undirected,3352,,1
mathematics education,use of resources,Undirected,3353,,1
mathematics education,workplace mathematics,Undirected,3354,,1
mathematics education for sustainability,motivation,Undirected,3355,,1
mathematics education for sustainability,questionnaire,Undirected,3356,,1
mathematics education for sustainability,sustainability,Undirected,3357,,1
mathematics education research,primary historical sources,Undirected,3358,,1
mathematics for engineers,numerical integration,Undirected,3359,,1
mathematics instruction,mathematics teachers collaboration,Undirected,3362,,1
mathematics instruction,professional development,Undirected,3363,,1
mathematics learning,multimodality,Undirected,3364,,1
mathematics learning,social robot’s acceptance,Undirected,3365,,1
mathematics learning difficulties,parents,Undirected,3366,,1
mathematics learning difficulties,pre-school,Undirected,3367,,1
mathematics learning difficulties,teachers,Undirected,3368,,1
mathematics lecturers,task design,Undirected,3369,,1
mathematics tasks,primary education,Undirected,3372,,1
mathematics tasks,students’ identity,Undirected,3373,,1
mathematics tasks,sustainability,Undirected,3374,,1
mathematics tasks,vocational education,Undirected,3375,,1
mathematics teacher education,online,Undirected,3376,,1
mathematics teacher education,pedagogical content knowledge,Undirected,3377,,1
mathematics teacher education,planning,Undirected,3378,,1
mathematics teacher education,praxeologies,Undirected,3379,,1
mathematics teacher education,praxeologies.,Undirected,3380,,1
mathematics teacher education,rehearsals,Undirected,3381,,1
mathematics teacher education,role-playing,Undirected,3382,,1
mathematics teacher education,teacher educators,Undirected,3383,,1
mathematics teacher educator,mental mathematics,Undirected,3384,,1
mathematics teacher educator,noticing,Undirected,3385,,1
mathematics teacher educator,practice-based research,Undirected,3386,,1
mathematics teacher educator,pre-service teachers,Undirected,3387,,1
mathematics teacher educator,problem posing,Undirected,3388,,1
mathematics teacher educator,professional development,Undirected,3389,,1
mathematics teacher educator,professional learning,Undirected,3390,,1
mathematics teacher educator,professional roles,Undirected,3391,,1
mathematics teacher educator,reflective practice,Undirected,3392,,1
mathematics teacher educator,teacher education,Undirected,3393,,1
mathematics teacher educator,teaching practicum,Undirected,3394,,1
mathematics teacher educators,modelling,Undirected,3395,,1
mathematics teacher educators,pedagogical content knowledge,Undirected,3396,,1
mathematics teacher educators,valsiner’s zone theory,Undirected,3397,,1
mathematics teacher knowledge for teaching problem solving,post-implementation,Undirected,3398,,1
mathematics teacher knowledge for teaching problem solving,readiness to implement,Undirected,3399,,1
mathematics teacher knowledge for teaching problem solving,voluntary professional development,Undirected,3400,,1
mathematics teacher practice,secondary schools,Undirected,3401,,1
mathematics teacher support,value,Undirected,3402,,1
mathematics teachers,prison education,Undirected,3403,,1
mathematics teachers,professional identity,Undirected,3404,,1
mathematics teachers,quadratic functions,Undirected,3405,,1
mathematics teachers,ratio,Undirected,3406,,1
mathematics teachers,secondary school,Undirected,3407,,1
mathematics teachers,spreadsheets,Undirected,3408,,1
mathematics teachers,swot analysis,Undirected,3409,,1
mathematics teachers,theory-driven categories,Undirected,3410,,1
mathematics teachers,vocational education,Undirected,3411,,1
mathematics teachers collaboration,professional development,Undirected,3412,,1
mathematics teachers’ conceptions,mathematics teaching,Undirected,3415,,1
mathematics teachers’ conceptions,students’ conceptions,Undirected,3416,,1
mathematics teacher’s specialised knowledge,mathematics teachers,Undirected,3417,,1
mathematics teacher’s specialised knowledge,ratio,Undirected,3418,,1
mathematics teaching,planification,Undirected,3420,,1
mathematics teaching,polya’s method,Undirected,3421,,1
mathematics teaching,pre service elementary teachers,Undirected,3422,,1
mathematics teaching,problem solving,Undirected,3423,,1
mathematics teaching,professional development,Undirected,3424,,1
mathematics teaching,programming,Undirected,3425,,1
mathematics teaching,reflection,Undirected,3426,,1
mathematics teaching,reflection as a learning method,Undirected,3427,,1
mathematics teaching,social practice theory,Undirected,3428,,1
mathematics teaching,structuring features of classroom practice,Undirected,3429,,1
mathematics teaching,students’ conceptions,Undirected,3430,,1
mathematics teaching,systematic problem solving,Undirected,3431,,1
mathematics teaching,tasks,Undirected,3432,,1
mathematics teaching,teacher reflection,Undirected,3433,,1
mathematics teaching,tensions,Undirected,3434,,1
mathematics teaching framework,pre-service teachers,Undirected,3435,,1
mathematics teaching framework,situated abstraction,Undirected,3436,,1
mathematics teaching framework,transparency,Undirected,3437,,1
mathematics tests,natural language processing,Undirected,3438,,1
mathematics tests,secondary school mathematics,Undirected,3439,,1
mathematics workbooks,place value,Undirected,3442,,1
mathematics workbooks,role of zero,Undirected,3443,,1
mathematising,opportunities to learn,Undirected,3444,,1
mathematising,university mathematics lectures,Undirected,3445,,1
meaning-related vocabulary,translanguaging pedagogy,Undirected,3446,,1
measurement,multiplication,Undirected,3447,,1
measurement,obligations,Undirected,3448,,1
measurement,practical rationality,Undirected,3449,,1
measurement,representations,Undirected,3450,,1
measurement,resources and constraints,Undirected,3451,,1
measurement,strategies,Undirected,3452,,1
measurement,theorizing,Undirected,3453,,1
mediating primary mathematics,number sense,Undirected,3456,,1
mediating primary mathematics,play-responsive teaching,Undirected,3457,,1
mediating primary mathematics,preschool,Undirected,3458,,1
mental image,solution,Undirected,3459,,1
mental image,system of equations,Undirected,3460,,1
mental mathematics,pre-service teachers,Undirected,3461,,1
mental mathematics,reflective practice,Undirected,3462,,1
mental models,partitive division,Undirected,3463,,1
mental models,quotative division,Undirected,3464,,1
mental representation,teacher’s interventions,Undirected,3465,,1
mentors,reflection process,Undirected,3466,,1
mentors,stem education,Undirected,3467,,1
mentors,teachers’ competencies,Undirected,3468,,1
meta-coaching,professional development,Undirected,3469,,1
meta-coaching,responsive coaching,Undirected,3470,,1
meta-disciplinary,noticing,Undirected,3471,,1
meta-disciplinary,prospective teacher education,Undirected,3472,,1
methodology,praxeology,Undirected,3473,,1
methodology,rem,Undirected,3474,,1
microgenetic,subitising,Undirected,3475,,1
microgenetic,variability,Undirected,3476,,1
middle school,primary education,Undirected,3477,,1
middle school,professional education,Undirected,3478,,1
middle school,proportional reasoning,Undirected,3479,,1
middle school,task design,Undirected,3480,,1
middle school,teachers'-knowledge,Undirected,3481,,1
middle school,word problems,Undirected,3482,,1
middle school teachers,stem education,Undirected,3483,,1
misconceptions and difficulties,pre-service teachers,Undirected,3485,,1
misconceptions and difficulties,teacher knowledge,Undirected,3486,,1
misinterpretation,statistics education,Undirected,3487,,1
misinterpretation,teacher education,Undirected,3488,,1
mistaken conception,proof,Undirected,3489,,1
mistaken conception,theorem prover,Undirected,3490,,1
mistaken conception,undergraduate students,Undirected,3491,,1
mixed reality,virtual reality,Undirected,3496,,1
modality of study,real numbers,Undirected,3499,,1
model building,model usability,Undirected,3500,,1
model knowledge,model uncertainty,Undirected,3501,,1
model knowledge,stochastic modeling,Undirected,3502,,1
model uncertainty,stochastic modeling,Undirected,3503,,1
modeling projects,prospective teachers,Undirected,3507,,1
modeling projects,teacher knowledge,Undirected,3508,,1
modelling,models,Undirected,3509,,1
modelling,outdoor mathematics,Undirected,3510,,1
modelling,pedagogical content knowledge,Undirected,3511,,1
modelling,pre-service teachers,Undirected,3512,,1
modelling,prompts,Undirected,3513,,1
modelling,situation model,Undirected,3514,,1
modelling,teaching and learning,Undirected,3515,,1
modelling,technology,Undirected,3516,,1
modelling,two-dimensional curriculum,Undirected,3517,,1
modelling competence,outdoor education,Undirected,3518,,1
modelling competence,student interests,Undirected,3519,,1
modelling instruction,scaffolding practices,Undirected,3520,,1
models,theories,Undirected,3521,,1
models,wheel of modelling,Undirected,3522,,1
models,wheel of writing,Undirected,3523,,1
modes of representation,object-centred movement,Undirected,3524,,1
moonbase activity,stem education,Undirected,3527,,1
moonbase activity,wedo 2.0 core set,Undirected,3528,,1
moral imagination,number concepts,Undirected,3529,,1
moral imagination,teacher education,Undirected,3530,,1
motion problem,preservice teachers,Undirected,3532,,1
motivation,questionnaire,Undirected,3533,,1
motivation,self-efficacy,Undirected,3534,,1
motivation,subjective relevance of mathematics education,Undirected,3535,,1
motivation,sustainability,Undirected,3536,,1
motivation,value,Undirected,3537,,1
movement-based learning,place value,Undirected,3538,,1
mtsk model,pre-service teacher education,Undirected,3539,,1
mtsk model,secondary school teachers,Undirected,3540,,1
mtsk model,teacher education,Undirected,3541,,1
mtsk model,teachers’ beliefs,Undirected,3542,,1
mtsk model,teachers’ knowledge,Undirected,3543,,1
mtsk model,three-fold meta-didactical conflict,Undirected,3544,,1
mtsk model,tpb model,Undirected,3545,,1
multi duo of artefacts,spatial skills,Undirected,3546,,1
multi duo of artefacts,tangible artefact,Undirected,3547,,1
multi duo of artefacts,virtual reality,Undirected,3548,,1
multicultural classrooms,task design,Undirected,3549,,1
multilevel structural equation model,teacher-student interactions,Undirected,3551,,1
multilingual,word problems,Undirected,3552,,1
multimodality,semiotic system,Undirected,3554,,1
multimodality,social robot’s acceptance,Undirected,3555,,1
multimodality,visual impairments,Undirected,3556,,1
multiple representations,online professional development,Undirected,3557,,1
multiple representations,professional learning,Undirected,3558,,1
multiple-choice,task design,Undirected,3559,,1
multiplication,primary school children,Undirected,3560,,1
multiplication,problem-solving,Undirected,3561,,1
multiplication,rectangular arrays,Undirected,3562,,1
multiplication,unconventional interpretation,Undirected,3563,,1
multiplication,unitizing concept,Undirected,3564,,1
multiplicative comparison,representations,Undirected,3565,,1
multiplicative concepts,representation,Undirected,3566,,1
multiplicative concepts,teachers,Undirected,3567,,1
multiplicative concepts,units coordination,Undirected,3568,,1
multiplicative problems,multiplicative reasoning,Undirected,3569,,1
multiplicative problems,performance,Undirected,3570,,1
multiplicative problems,strategies,Undirected,3571,,1
multiplicative reasoning,performance,Undirected,3572,,1
multiplicative reasoning,strategies,Undirected,3573,,1
multivariable functions,pre-service teacher education,Undirected,3576,,1
multivariable functions,study and research path,Undirected,3577,,1
multivariable functions,the anthropological theory of the didactic,Undirected,3578,,1
museums,professional development,Undirected,3579,,1
music,periodic functions,Undirected,3580,,1
narrative,pre-service teachers,Undirected,3581,,1
narrative,teacher education program,Undirected,3582,,1
narrative analysis,preservice teacher,Undirected,3583,,1
narrative analysis,qualitative analysis,Undirected,3584,,1
narrative analysis,secondary-tertiary transition,Undirected,3585,,1
narrative analysis,teacher competencies,Undirected,3586,,1
natural language processing,secondary school mathematics,Undirected,3587,,1
necessary object-level narratives,primary and middle school,Undirected,3588,,1
necessary object-level narratives,probability,Undirected,3589,,1
necessary object-level narratives,problem solving,Undirected,3590,,1
negating competence,proof,Undirected,3591,,1
negating competence,proof by contraposition (pbcp),Undirected,3592,,1
negating competence,undergraduate mathematics,Undirected,3593,,1
networking of theories,theory of transformative education,Undirected,3598,,1
neuropedagogy,teacher identity,Undirected,3599,,1
neuropedagogy,teacher professional development,Undirected,3600,,1
new materialism,paradigm,Undirected,3601,,1
new materialism,participatory methodology,Undirected,3602,,1
new materialism,radical embodiment,Undirected,3603,,1
new materialism,transformative methodology,Undirected,3604,,1
non-linear geometry problems,problem solving,Undirected,3608,,1
non-linear geometry problems,self-generated drawings,Undirected,3609,,1
non-mathematics degrees,transition,Undirected,3610,,1
non-routine problem,primary school students,Undirected,3611,,1
non-routine problem,problem-solving,Undirected,3612,,1
non-routine problem,routine problem,Undirected,3613,,1
normal domain,polar change of coordinates,Undirected,3614,,1
normal domain,questionnaire,Undirected,3615,,1
normal domain,teaching and learning mathematics for engineers,Undirected,3616,,1
norms,representation,Undirected,3617,,1
norms,symbolic interactionism,Undirected,3618,,1
noticing,pre-service mathematics teachers,Undirected,3619,,1
noticing,problem posing,Undirected,3620,,1
noticing,prospective teacher education,Undirected,3621,,1
noticing,seeds of algebraic thinking,Undirected,3622,,1
noticing,teacher noticing,Undirected,3623,,1
noticing,teacher noticing of student thinking,Undirected,3624,,1
noticing,teachers’ analysis of classroom interaction,Undirected,3625,,1
noticing,video clubs,Undirected,3626,,1
noticing,vignettes-based study,Undirected,3627,,1
novice facilitator,professional development,Undirected,3629,,1
novice secondary mathematics teachers,reasoning and proof,Undirected,3630,,1
number concepts,number word inversion,Undirected,3631,,1
number concepts,place value,Undirected,3632,,1
number concepts,teacher education,Undirected,3633,,1
number sense,paper folding,Undirected,3638,,1
number sense,play-responsive teaching,Undirected,3639,,1
number sense,preschool,Undirected,3640,,1
number sense,preservice elementary school teachers,Undirected,3641,,1
number sense,real number,Undirected,3642,,1
number sense,secondary education,Undirected,3643,,1
number series,pattern,Undirected,3644,,1
number series,relationship,Undirected,3645,,1
number series,understanding regularity,Undirected,3646,,1
number theory,task design,Undirected,3647,,1
number word inversion,place value,Undirected,3648,,1
numbers,preschool,Undirected,3649,,1
numbers,teaching actions,Undirected,3650,,1
numbers,variation theory,Undirected,3651,,1
numeracy,numeracy model,Undirected,3652,,1
numeracy,piaac,Undirected,3653,,1
numeracy,pisa framework,Undirected,3654,,1
numeracy,second cycle,Undirected,3655,,1
numeracy,secondary school,Undirected,3656,,1
numeracy,social work education,Undirected,3657,,1
numeracy,textbook research,Undirected,3658,,1
numeracy model,pisa framework,Undirected,3659,,1
numerical methods,university mathematics education,Undirected,3663,,1
numerical pattern,primary school,Undirected,3664,,1
numerical pattern,verbalization,Undirected,3665,,1
objectification,probability,Undirected,3667,,1
obligations,practical rationality,Undirected,3668,,1
obligations,resources and constraints,Undirected,3669,,1
obligations,theorizing,Undirected,3670,,1
online,rehearsals,Undirected,3671,,1
online,role-playing,Undirected,3672,,1
online formative assessment,variables,Undirected,3673,,1
online professional development,professional learning,Undirected,3674,,1
online professional development,self-directed learning,Undirected,3675,,1
open environments,task design,Undirected,3677,,1
open environments,teaching,Undirected,3678,,1
open modelling problems,openness,Undirected,3679,,1
open modelling problems,teacher education,Undirected,3680,,1
open problems,preservice teachers,Undirected,3681,,1
open problems,problem posing,Undirected,3682,,1
open-ended approach,task design,Undirected,3683,,1
open-ended approach,teacher noticing,Undirected,3684,,1
open-ended approach,technology,Undirected,3685,,1
open-ended approach,video case,Undirected,3686,,1
openness,teacher education,Undirected,3687,,1
opportunities to learn,university mathematics lectures,Undirected,3690,,1
organization of studies,secondary-tertiary transition,Undirected,3692,,1
organization of studies,teacher expectations of students,Undirected,3693,,1
original sources,use of figures,Undirected,3694,,1
otherness,social and political dimension of mathematics education,Undirected,3695,,1
otherness,teachers’ practices,Undirected,3696,,1
outdoor education,student interests,Undirected,3697,,1
outdoor mathematics,situation model,Undirected,3698,,1
paper folding,preservice elementary school teachers,Undirected,3700,,1
paper folding,proof,Undirected,3701,,1
paper folding,synergy,Undirected,3702,,1
paper-folding,perception of shapes,Undirected,3703,,1
paradigm,participatory methodology,Undirected,3704,,1
paradigm,radical embodiment,Undirected,3705,,1
paradigm,transformative methodology,Undirected,3706,,1
parents,pre-school,Undirected,3707,,1
parents,teachers,Undirected,3708,,1
partial sums,schema,Undirected,3709,,1
participatory methodology,radical embodiment,Undirected,3710,,1
participatory methodology,transformative methodology,Undirected,3711,,1
partitive division,quotative division,Undirected,3714,,1
path-connectedness,real analysis,Undirected,3715,,1
paths of reasoning,patterns,Undirected,3716,,1
paths of reasoning,textbook analysis,Undirected,3717,,1
pattern,relationship,Undirected,3718,,1
pattern,understanding regularity,Undirected,3719,,1
patterns,textbook analysis,Undirected,3720,,1
patterns and structures,properties and relations,Undirected,3721,,1
patterns and structures,representation-based proofs,Undirected,3722,,1
patterns of participation,pre-service teachers,Undirected,3723,,1
patterns of participation,professional identity,Undirected,3724,,1
patterns of participation,upper secondary school,Undirected,3725,,1
pedagogical content knowledge,teacher educators,Undirected,3726,,1
pedagogical judgement,professional learning,Undirected,3727,,1
pedagogy,symmetry-breaking,Undirected,3729,,1
perceived difficulty,pre-service teachers,Undirected,3730,,1
perceived difficulty,primary school,Undirected,3731,,1
perceived difficulty,qualitative analysis,Undirected,3732,,1
perceived difficulty,qualitative study,Undirected,3733,,1
perceived ease of use,perceived usefulness,Undirected,3734,,1
perceived ease of use,pre-service teachers,Undirected,3735,,1
perceived usefulness,pre-service teachers,Undirected,3736,,1
perceiving structures,preschool education,Undirected,3737,,1
percentage calculation,vocational high schools,Undirected,3739,,1
perceptual clues,spatial structuring,Undirected,3740,,1
perceptual clues,visualization,Undirected,3741,,1
performance,strategies,Undirected,3742,,1
personal epistemology,secondary-tertiary transition,Undirected,3743,,1
personal epistemology,values,Undirected,3744,,1
phenomenography,vocational education,Undirected,3746,,1
piaac,second cycle,Undirected,3747,,1
pisa,qualitative content analysis,Undirected,3748,,1
place value,representations,Undirected,3749,,1
place value,role of zero,Undirected,3750,,1
planification,reflection,Undirected,3753,,1
planification,whole-class discussion,Undirected,3754,,1
planning,praxeologies,Undirected,3755,,1
planning phase,primary school,Undirected,3756,,1
planning phase,professional development,Undirected,3757,,1
play-based learning,transition to school,Undirected,3758,,1
play-responsive teaching,teachers’ descriptions,Undirected,3759,,1
play-responsive teaching,teaching,Undirected,3760,,1
polar change of coordinates,questionnaire,Undirected,3761,,1
polar change of coordinates,teaching and learning mathematics for engineers,Undirected,3762,,1
polya,problem-solving,Undirected,3764,,1
polya,secondary education,Undirected,3765,,1
polya’s method,reflection as a learning method,Undirected,3766,,1
polya’s method,systematic problem solving,Undirected,3767,,1
polynomial functions,secondary-tertiary transition,Undirected,3768,,1
positionality,pre-service teachers,Undirected,3769,,1
positioning theory,secondary school mathematics,Undirected,3770,,1
post-implementation,readiness to implement,Undirected,3771,,1
post-implementation,voluntary professional development,Undirected,3772,,1
postsecondary mathematics,social justice,Undirected,3773,,1
postsecondary mathematics,teacher preparation,Undirected,3774,,1
postsecondary mathematics,technology,Undirected,3775,,1
practical rationality,resources and constraints,Undirected,3776,,1
practical rationality,theorizing,Undirected,3777,,1
practice knowledge,study and research paths,Undirected,3778,,1
practice-based research,professional learning,Undirected,3779,,1
practices,prospective teachers,Undirected,3780,,1
practices,representation,Undirected,3781,,1
practices of teacher-researchers,sustainable development goals,Undirected,3783,,1
praxeological equipment,praxeological reference model,Undirected,3784,,1
praxeologies,study and research paths,Undirected,3785,,1
praxeologies,the anthropological theory of the didactic,Undirected,3786,,1
praxeology,rem,Undirected,3787,,1
praxeology,secondary school,Undirected,3788,,1
praxeology,textbook content,Undirected,3789,,1
praxeology,the anthropological theory of the didactic,Undirected,3790,,1
pre-course mathematics,secondary school mathematics,Undirected,3791,,1
pre-existing knowledge,teacher education,Undirected,3792,,1
pre-school,teachers,Undirected,3793,,1
pre-service mathematics teachers,productive struggle,Undirected,3796,,1
pre-service mathematics teachers,samr model,Undirected,3797,,1
pre-service mathematics teachers,scriptwriting,Undirected,3798,,1
pre-service mathematics teachers,seeds of algebraic thinking,Undirected,3799,,1
pre-service mathematics teachers,teacher education,Undirected,3800,,1
pre-service mathematics teachers,tpack,Undirected,3801,,1
pre-service mathematics teachers,video clubs,Undirected,3802,,1
pre-service teacher education,study and research path,Undirected,3803,,1
pre-service teacher education,the anthropological theory of the didactic,Undirected,3804,,1
pre-service teachers,problem posing,Undirected,3805,,1
pre-service teachers,professional identity,Undirected,3806,,1
pre-service teachers,prompts,Undirected,3807,,1
pre-service teachers,qualitative analysis,Undirected,3808,,1
pre-service teachers,reflective practice,Undirected,3809,,1
pre-service teachers,scriptwriting,Undirected,3810,,1
pre-service teachers,situated abstraction,Undirected,3811,,1
pre-service teachers,symmetry,Undirected,3812,,1
pre-service teachers,teacher education program,Undirected,3813,,1
pre-service teachers,teacher knowledge,Undirected,3814,,1
pre-service teachers,transparency,Undirected,3815,,1
pre-service teachers,upper secondary school,Undirected,3816,,1
pre-service teachers’ thinking,subjective theory,Undirected,3817,,1
pre-service teachers’ thinking,teacher education,Undirected,3818,,1
preschool,teachers’ descriptions,Undirected,3819,,1
preschool,teaching,Undirected,3820,,1
preschool,teaching actions,Undirected,3821,,1
preschool,variation theory,Undirected,3822,,1
preschool,written numbers,Undirected,3823,,1
preschool education,professional development,Undirected,3824,,1
preservice primary teachers,relations in affective variables,Undirected,3827,,1
preservice support teachers,special education,Undirected,3828,,1
preservice teacher,problem solving,Undirected,3829,,1
preservice teacher,student thinking,Undirected,3830,,1
preservice teacher,students’ solutions,Undirected,3831,,1
preservice teacher,teacher competencies,Undirected,3832,,1
preservice teacher,teacher noticing,Undirected,3833,,1
preservice teacher,video case,Undirected,3834,,1
preservice teacher education,probability,Undirected,3835,,1
preservice teacher education,proportional reasoning,Undirected,3836,,1
preservice teacher education,steam education,Undirected,3837,,1
preservice teacher education,teacher expertise,Undirected,3838,,1
preservice teacher education,textbooks,Undirected,3839,,1
preservice teacher education,variation theory,Undirected,3840,,1
preservice teachers,primary school,Undirected,3841,,1
preservice teachers,problem posing,Undirected,3842,,1
preservice teachers,professional instrumental genesis,Undirected,3843,,1
preservice teachers,questioning techniques,Undirected,3844,,1
preservice teachers,schemes,Undirected,3845,,1
preservice teachers,semantic structure,Undirected,3846,,1
preservice teachers,spatial geometry,Undirected,3847,,1
preservice teachers,textile dilemmas,Undirected,3848,,1
preservice teachers,tutoring,Undirected,3849,,1
preservice teachers,validity,Undirected,3850,,1
preservice teachers,word problem,Undirected,3851,,1
primary and middle school,probability,Undirected,3852,,1
primary and middle school,problem solving,Undirected,3853,,1
primary education,professional education,Undirected,3854,,1
primary education,reasoning,Undirected,3855,,1
primary education,sustainability competences,Undirected,3856,,1
primary education,teacher interventions,Undirected,3857,,1
primary grades,stem,Undirected,3858,,1
primary historical sources,primary source projects,Undirected,3859,,1
primary historical sources,teaching and learning of analysis and calculus,Undirected,3860,,1
primary historical sources,transgressions,Undirected,3861,,1
primary historical sources,undergraduate mathematics education,Undirected,3862,,1
primary mathematics,robot coding integration,Undirected,3863,,1
primary mathematics,technology,Undirected,3864,,1
primary school,problems solving,Undirected,3865,,1
primary school,qualitative study,Undirected,3866,,1
primary school,secondary school,Undirected,3867,,1
primary school,solving strategies,Undirected,3868,,1
primary school,spatial reasoning,Undirected,3869,,1
primary school,student-teacher interaction,Undirected,3870,,1
primary school,subject-specific support,Undirected,3871,,1
primary school,teacher education,Undirected,3872,,1
primary school,teacher-researcher collaboration,Undirected,3873,,1
primary school,teaching experiments,Undirected,3874,,1
primary school,verbalization,Undirected,3875,,1
primary school,word problems,Undirected,3876,,1
primary school mathematics,programming,Undirected,3877,,1
primary school students,problem solving,Undirected,3878,,1
primary school students,problem-solving,Undirected,3879,,1
primary school students,routine problem,Undirected,3880,,1
primary school students,scaffolding,Undirected,3881,,1
primary school students,task design,Undirected,3882,,1
primary school teachers,proof and proving,Undirected,3883,,1
primary school teachers,teacher views,Undirected,3884,,1
primary school teachers,value-cost-expectancy framework.,Undirected,3885,,1
primary source projects,teaching and learning of analysis and calculus,Undirected,3886,,1
primary source projects,transgressions,Undirected,3887,,1
primary source projects,undergraduate mathematics education,Undirected,3888,,1
prison context,teacher perspective,Undirected,3889,,1
prison context,teacher practice,Undirected,3890,,1
prison education,special needs education,Undirected,3891,,1
prison education,swot analysis,Undirected,3892,,1
prison education,teacher identity,Undirected,3893,,1
prison education,teacher views,Undirected,3894,,1
prison education,theory-driven categories,Undirected,3895,,1
probability,problem solving,Undirected,3897,,1
probability,proportional reasoning,Undirected,3898,,1
probability,upper secondary school,Undirected,3899,,1
problem posing,problem selection,Undirected,3901,,1
problem posing,prospective elementary teachers,Undirected,3902,,1
problem posing,prospective primary teacher,Undirected,3903,,1
problem posing,reflection,Undirected,3904,,1
problem posing,task values,Undirected,3905,,1
problem posing,task-based motivation,Undirected,3906,,1
problem posing,teacher education,Undirected,3907,,1
problem selection,prospective elementary teachers,Undirected,3908,,1
problem solving,professional development,Undirected,3909,,1
problem solving,programming,Undirected,3910,,1
problem solving,real-world problems,Undirected,3911,,1
problem solving,representation,Undirected,3912,,1
problem solving,secondary school,Undirected,3913,,1
problem solving,secondary-tertiary transition,Undirected,3914,,1
problem solving,self-generated drawings,Undirected,3915,,1
problem solving,student teachers,Undirected,3916,,1
problem solving,students’ perspective,Undirected,3917,,1
problem solving,students’ solutions,Undirected,3918,,1
problem solving,tasks,Undirected,3919,,1
problem solving,tensions,Undirected,3920,,1
problem solving,use of the illustrations,Undirected,3921,,1
problem solving,word problem,Undirected,3922,,1
problem-based learning,vector cross product,Undirected,3923,,1
problem-based learning,virtual reality,Undirected,3924,,1
problem-posing,tpack. pre-service high school mathematics teachers,Undirected,3925,,1
problem-solving,problem-solving strategies,Undirected,3926,,1
problem-solving,proportional reasoning,Undirected,3927,,1
problem-solving,proving process,Undirected,3928,,1
problem-solving,routine problem,Undirected,3929,,1
problem-solving,secondary education,Undirected,3930,,1
problem-solving,support-element,Undirected,3931,,1
problem-solving,teacher education,Undirected,3932,,1
problem-solving,teachers’ knowledge,Undirected,3933,,1
problem-solving,teaching practice,Undirected,3934,,1
problem-solving,undergraduate students,Undirected,3935,,1
problem-solving strategies,undergraduate students,Undirected,3936,,1
problems of practice,teacher learning,Undirected,3937,,1
problems solving,solving strategies,Undirected,3938,,1
problems solving,word problems,Undirected,3939,,1
productive struggle,scriptwriting,Undirected,3940,,1
productive struggle,teacher education,Undirected,3941,,1
professional development,professional learning,Undirected,3942,,1
professional development,responsive coaching,Undirected,3943,,1
professional development,roles,Undirected,3944,,1
professional development,second level,Undirected,3945,,1
professional development,silent video task,Undirected,3946,,1
professional development,situatedness,Undirected,3947,,1
professional development,special educational,Undirected,3948,,1
professional development,talk moves,Undirected,3949,,1
professional development,task analysis,Undirected,3950,,1
professional development,tasks,Undirected,3951,,1
professional development,teacher noticing,Undirected,3952,,1
professional development,teaching experiments,Undirected,3953,,1
professional development,teaching moves,Undirected,3954,,1
professional development,teaching quality,Undirected,3955,,1
professional development,tensions,Undirected,3956,,1
professional development program,professional growth,Undirected,3957,,1
professional development program,teacher educators,Undirected,3958,,1
professional identity,upper secondary school,Undirected,3959,,1
professional identity,vocational education,Undirected,3960,,1
professional instrumental genesis,programming,Undirected,3961,,1
professional instrumental genesis,schemes,Undirected,3962,,1
professional learning,teacher collaboration,Undirected,3963,,1
professional learning,teachers’ mathematical knowledge,Undirected,3964,,1
professional learning,teaching quality,Undirected,3965,,1
professional learning communities,students’ mathematical writing,Undirected,3966,,1
professional learning communities,teacher collaboration,Undirected,3967,,1
professional roles,teacher education,Undirected,3968,,1
professional roles,teaching practicum,Undirected,3969,,1
programmable robots,programming,Undirected,3970,,1
programming,robotics,Undirected,3971,,1
programming,schemes,Undirected,3972,,1
programming,scratch,Undirected,3973,,1
programming,secondary school mathematics,Undirected,3974,,1
programming,spatial reasoning,Undirected,3975,,1
programming,structuring features of classroom practice,Undirected,3976,,1
programming,student teachers,Undirected,3977,,1
programming,teaching algebra,Undirected,3978,,1
programming,teaching experiment,Undirected,3979,,1
programming,textbooks,Undirected,3980,,1
prompt,teacher interventions,Undirected,3982,,1
proof,proof by contraposition (pbcp),Undirected,3983,,1
proof,proof construction,Undirected,3984,,1
proof,secondary mathematics,Undirected,3985,,1
proof,secondary school mathematics,Undirected,3986,,1
proof,survey,Undirected,3987,,1
proof,synergy,Undirected,3988,,1
proof,textbook research,Undirected,3989,,1
proof,thales’ theorem,Undirected,3990,,1
