Id,Label,Degree,Weighted Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,X,Y,Z,Size,Color
lecture,lecture,4,4,7,7,0.206741,0.216295,0,0.000595,0.000595,0.00058,0,0.209115,0.556385,0.934235,0.023438,"#a463f2"
resonance,resonance,4,4,7,7,0.206741,0.216295,0,0.000595,0.000595,0.00058,0,0.203197,0.566527,0.934494,0.023438,"#a463f2"
emergent learning,emergent learning,3,3,1,7,0.261596,0.277502,0,0.018146,0.018146,0.000443,0,0.85879,0.48328,0.936706,0.015625,"#efb118"
museums,museums,3,3,1,7,0.261596,0.277502,0,0.018146,0.018146,0.000443,0,0.847509,0.48328,0.939049,0.015625,"#efb118"
qualitative study,qualitative study,4,4,2,6,0.299438,0.317506,0,0.047108,0.047108,0.000501,0,0.664719,0.922154,0.920185,0.023438,"#4269d0"
engineering mathematics,engineering mathematics,3,3,4,8,0.179115,0.186137,0,0.000121,0.000121,0.000561,0,1,0.688621,0.954907,0.015625,"#6cc5b0"
problem-based learning,problem-based learning,3,3,4,8,0.179115,0.186137,0,0.000121,0.000121,0.000561,0,0.98872,0.688621,0.953183,0.015625,"#6cc5b0"
vector cross product,vector cross product,3,3,4,8,0.179115,0.186137,0,0.000121,0.000121,0.000561,0,0.99436,0.698286,0.952686,0.015625,"#6cc5b0"
epistemic emotions; control-value theory,epistemic emotions; control-value theory,2,2,6,7,0.213028,0.221652,0,0.000943,0.000943,0.000402,0,0.1647,0.197832,0.951278,0.007812,"#3ca951"
mathematical working spaces,mathematical working spaces,2,2,6,7,0.213028,0.221652,0,0.000943,0.000943,0.000402,0,0.153976,0.197832,0.95216,0.007812,"#3ca951"
equation,equation,4,4,6,6,0.242618,0.253907,0,0.004488,0.004488,0.000556,0,0.036264,0.204534,0.919418,0.023438,"#3ca951"
multiplicative concepts,multiplicative concepts,4,4,6,6,0.242618,0.253907,0,0.004488,0.004488,0.000556,0,0.048101,0.204534,0.92284,0.023438,"#3ca951"
units coordination,units coordination,4,4,6,6,0.242618,0.253907,0,0.004488,0.004488,0.000556,0,0.042183,0.214675,0.922606,0.023438,"#3ca951"
erroneous examples,erroneous examples,3,3,7,7,0.208229,0.217475,0,0.000876,0.000876,0.000519,0,0.100045,0.511745,0.939418,0.015625,"#a463f2"
inequalities,inequalities,3,3,7,7,0.208229,0.217475,0,0.000876,0.000876,0.000519,0,0.088764,0.511745,0.934468,0.015625,"#a463f2"
phenomenal sign misconception,phenomenal sign misconception,3,3,7,7,0.208229,0.217475,0,0.000876,0.000876,0.000519,0,0.094405,0.52141,0.936768,0.015625,"#a463f2"
geometric thinking,geometric thinking,3,3,2,6,0.282051,0.297483,0,0.023838,0.023838,0.000405,0,0.212138,0.686461,0.937787,0.015625,"#4269d0"
strategies,strategies,8,8,0,6,0.266733,0.284435,6249.082241,0.012652,0.012652,0.001024,0,0.293995,0.473297,0.857326,0.054688,"#ff8ab7"
instructional video,instructional video,4,4,3,7,0.198627,0.20739,0,0.000412,0.000412,0.000599,0,0.248727,0.127782,0.915998,0.023438,"#ff725c"
student misconception,student misconception,4,4,3,7,0.198627,0.20739,0,0.000412,0.000412,0.000599,0,0.260564,0.127782,0.916247,0.023438,"#ff725c"
task development,task development,3,3,3,7,0.218018,0.2273,0,0.001063,0.001063,0.000463,0,0.574708,0.034091,0.931247,0.015625,"#ff725c"
techer education,techer education,4,4,3,7,0.198627,0.20739,0,0.000412,0.000412,0.000599,0,0.344069,0.101058,0.915841,0.023438,"#ff725c"
visualization,visualization,6,6,3,6,0.26393,0.279088,3286.869422,0.01081,0.01081,0.000835,0,0.466098,0.022189,0.879754,0.039062,"#ff725c"
everyday language,everyday language,4,4,4,6,0.243505,0.254946,0,0.004835,0.004835,0.000545,0,0.778036,0.781192,0.916546,0.023438,"#6cc5b0"
mathematical learning processes,mathematical learning processes,4,4,4,6,0.243505,0.254946,0,0.004835,0.004835,0.000545,0,0.789872,0.781192,0.917065,0.023438,"#6cc5b0"
mathematical self-concept,mathematical self-concept,3,3,4,7,0.19955,0.207434,0,0.000551,0.000551,0.000476,0,0.961157,0.700234,0.933371,0.015625,"#6cc5b0"
mathematics teacher support,mathematics teacher support,3,3,4,7,0.19955,0.207434,0,0.000551,0.000551,0.000476,0,0.972437,0.700234,0.932395,0.015625,"#6cc5b0"
value,value,7,7,4,6,0.227288,0.239194,859.777701,0.002433,0.002433,0.000921,0,0.867127,0.633164,0.870227,0.046875,"#6cc5b0"
expert teaching,expert teaching,4,4,1,6,0.226746,0.237678,0,0.002602,0.002602,0.000571,0,0.668253,0.326992,0.914298,0.023438,"#efb118"
improvisation,improvisation,4,4,1,6,0.226746,0.237678,0,0.002602,0.002602,0.000571,0,0.68009,0.326992,0.912046,0.023438,"#efb118"
explanation videos,explanation videos,3,3,1,6,0.257397,0.270336,0,0.008737,0.008737,0.000437,0,0.802339,0.364101,0.942815,0.015625,"#efb118"
gestures,gestures,3,3,1,6,0.257397,0.270336,0,0.008737,0.008737,0.000437,0,0.813619,0.364101,0.944261,0.015625,"#efb118"
rectangular arrays,rectangular arrays,4,4,0,7,0.214643,0.225176,0,0.001053,0.001053,0.000611,0,0.39602,0.454946,0.926014,0.023438,"#ff8ab7"
unconventional interpretation,unconventional interpretation,4,4,0,7,0.214643,0.225176,0,0.001053,0.001053,0.000611,0,0.407857,0.454946,0.925618,0.023438,"#ff8ab7"
unitizing concept,unitizing concept,4,4,0,7,0.214643,0.225176,0,0.001053,0.001053,0.000611,0,0.401939,0.465088,0.927115,0.023438,"#ff8ab7"
non-routine problem,non-routine problem,4,4,2,6,0.257646,0.2716,0,0.010245,0.010245,0.00053,0,0.617903,0.838614,0.918507,0.023438,"#4269d0"
outdoor mathematics,outdoor mathematics,3,3,3,7,0.230676,0.243292,0,0.002935,0.002935,0.000446,0,0.57712,0.000264,0.93838,0.015625,"#ff725c"
routine problem,routine problem,4,4,2,6,0.257646,0.2716,0,0.010245,0.010245,0.00053,0,0.62974,0.838614,0.919987,0.023438,"#4269d0"
situation model,situation model,3,3,3,7,0.230676,0.243292,0,0.002935,0.002935,0.000446,0,0.56584,0.000264,0.936945,0.015625,"#ff725c"
linear overgeneralizations,linear overgeneralizations,4,4,7,6,0.263773,0.278976,0,0.013372,0.013372,0.000546,0,0.174539,0.526792,0.915284,0.023438,"#a463f2"
misinterpretation,misinterpretation,3,3,1,6,0.273194,0.290922,0,0.021279,0.021279,0.000424,0,0.795896,0.37986,0.937018,0.015625,"#efb118"
neuropedagogy,neuropedagogy,3,3,3,6,0.243461,0.254708,0,0.005131,0.005131,0.000457,0,0.545755,0.045862,0.934397,0.015625,"#ff725c"
non-linear geometry problems,non-linear geometry problems,4,4,7,6,0.263773,0.278976,0,0.013372,0.013372,0.000546,0,0.168621,0.536934,0.918035,0.023438,"#a463f2"
self-generated drawings,self-generated drawings,4,4,7,6,0.263773,0.278976,0,0.013372,0.013372,0.000546,0,0.162702,0.526792,0.919727,0.023438,"#a463f2"
teacher identity,teacher identity,6,6,3,6,0.294599,0.313411,3085.542702,0.034826,0.034827,0.000806,0,0.485521,0.011094,0.885231,0.039062,"#ff725c"
teacher professional development,teacher professional development,8,8,3,6,0.248971,0.262985,4016.959738,0.006171,0.006171,0.001188,0,0.455213,0.194201,0.855228,0.054688,"#ff725c"
facilitator learning,facilitator learning,2,2,1,7,0.264192,0.279731,0,0.016153,0.016153,0.00033,0,0.636307,0.464609,0.951848,0.007812,"#efb118"
facilitator practices,facilitator practices,2,2,1,7,0.264192,0.279731,0,0.016153,0.016153,0.00033,0,0.625583,0.464609,0.950328,0.007812,"#efb118"
facilitator role,facilitator role,3,3,1,6,0.259101,0.274818,0,0.011889,0.011888,0.000429,0,0.889137,0.407971,0.93535,0.015625,"#efb118"
practice knowledge,practice knowledge,3,3,1,6,0.259101,0.274818,0,0.011889,0.011888,0.000429,0,0.877856,0.407971,0.932746,0.015625,"#efb118"
pedagogical judgement,pedagogical judgement,2,2,1,7,0.234207,0.24537,0,0.0074,0.0074,0.000323,0,0.585917,0.416288,0.952202,0.007812,"#efb118"
planning phase,planning phase,4,4,1,6,0.289537,0.307663,0,0.043888,0.043888,0.000504,0,0.573754,0.283815,0.92612,0.023438,"#efb118"
teaching experiments,teaching experiments,3,3,1,6,0.281276,0.297082,0,0.030949,0.030949,0.000407,0,0.83534,0.367348,0.939313,0.015625,"#efb118"
teaching quality,teaching quality,4,4,1,6,0.279504,0.298435,0,0.035222,0.035222,0.000519,0,0.563658,0.303896,0.919209,0.023438,"#efb118"
family engagement with learning,family engagement with learning,4,4,5,6,0.263983,0.280566,0,0.016872,0.016871,0.00054,0,0.744427,0.104056,0.92517,0.023438,"#97bbf5"
home environment,home environment,4,4,5,6,0.263983,0.280566,0,0.016872,0.016871,0.00054,0,0.738509,0.114198,0.925872,0.023438,"#97bbf5"
written numbers,written numbers,4,4,5,6,0.263983,0.280566,0,0.016872,0.016871,0.00054,0,0.73259,0.104056,0.919007,0.023438,"#97bbf5"
intelligent tutoring systems,intelligent tutoring systems,2,2,1,6,0.253862,0.267518,0,0.008665,0.008665,0.000314,0,0.560388,0.445772,0.952397,0.007812,"#efb118"
social practice theory,social practice theory,4,4,1,6,0.264665,0.28148,0,0.018252,0.018252,0.00053,0,0.563174,0.289066,0.939027,0.023438,"#efb118"
teacher reflection,teacher reflection,4,4,1,6,0.264665,0.28148,0,0.018252,0.018252,0.00053,0,0.605455,0.283463,0.920681,0.023438,"#efb118"
pisa,pisa,3,3,3,6,0.249765,0.263386,0,0.006227,0.006227,0.000495,0,0.526954,0.03534,0.936944,0.015625,"#ff725c"
qualitative content analysis,qualitative content analysis,3,3,3,6,0.249765,0.263386,0,0.006227,0.006227,0.000495,0,0.538235,0.03534,0.933731,0.015625,"#ff725c"
formative,formative,3,3,3,8,0.194278,0.202068,0,0.00034,0.00034,0.000539,0,0.52482,0.063654,0.939809,0.015625,"#ff725c"
teacher education-preservice,teacher education-preservice,3,3,3,8,0.194278,0.202068,0,0.00034,0.00034,0.000539,0,0.519179,0.053989,0.933705,0.015625,"#ff725c"
teacher educator,teacher educator,3,3,3,8,0.194278,0.202068,0,0.00034,0.00034,0.000539,0,0.53046,0.053989,0.934237,0.015625,"#ff725c"
summative assessment,summative assessment,2,2,2,7,0.229088,0.240337,0,0.003636,0.003636,0.000377,0,0.56327,0.654133,0.951405,0.007812,"#4269d0"
technology-enhanced classrooms,technology-enhanced classrooms,2,2,2,7,0.229088,0.240337,0,0.003636,0.003636,0.000377,0,0.552546,0.654133,0.950045,0.007812,"#4269d0"
high-quality mathematics instruction,high-quality mathematics instruction,3,3,1,6,0.251559,0.265427,0,0.007484,0.007484,0.000428,0,0.807135,0.38082,0.936781,0.015625,"#efb118"
intuitive conception,intuitive conception,4,4,2,5,0.305836,0.325069,0,0.045555,0.045555,0.000507,0,0.580273,0.859481,0.926672,0.023438,"#4269d0"
proof based teaching,proof based teaching,3,3,1,6,0.256554,0.269697,0,0.008047,0.008047,0.000443,0,0.86976,0.396538,0.937668,0.015625,"#efb118"
proving,proving,3,3,1,6,0.256554,0.269697,0,0.008047,0.008047,0.000443,0,0.85848,0.396538,0.942187,0.015625,"#efb118"
teacher collaboration,teacher collaboration,6,6,1,6,0.268131,0.286364,2658,0.020052,0.020052,0.000886,0,0.650705,0.54285,0.89283,0.039062,"#efb118"
teachers’ mathematical knowledge,teachers’ mathematical knowledge,4,4,1,6,0.268023,0.285612,0,0.019881,0.019881,0.000544,0,0.667968,0.34345,0.926258,0.023438,"#efb118"
function,function,3,3,2,7,0.217804,0.227573,0,0.001951,0.001951,0.000459,0,0.257152,0.699118,0.931916,0.015625,"#4269d0"
preservice teacher,preservice teacher,10,10,2,6,0.267807,0.286339,2825.687313,0.020398,0.020398,0.001257,0,0.465653,0.879034,0.860731,0.070312,"#4269d0"
teacher competencies,teacher competencies,6,6,2,7,0.227133,0.238525,626.254559,0.002719,0.002719,0.000883,0,0.571888,0.713605,0.879884,0.039062,"#4269d0"
function continuity,function continuity,2,2,1,6,0.231317,0.24116,0,0.002836,0.002836,0.000325,0,0.604611,0.468599,0.958999,0.007812,"#efb118"
functional mathematics,functional mathematics,2,2,3,7,0.199401,0.206402,0,0.00043,0.00043,0.000416,0,0.453444,0.040898,0.950476,0.007812,"#ff725c"
socio-epistemology approach,socio-epistemology approach,2,2,3,7,0.199401,0.206402,0,0.00043,0.00043,0.000416,0,0.44272,0.040898,0.950246,0.007812,"#ff725c"
misconceptions and difficulties,misconceptions and difficulties,4,4,4,6,0.265775,0.281129,0,0.01209,0.012089,0.000513,0,0.789872,0.797753,0.924598,0.023438,"#6cc5b0"
inservice teachers,inservice teachers,4,4,4,6,0.257248,0.272264,0,0.010102,0.010102,0.000549,0,0.80234,0.781503,0.928196,0.023438,"#6cc5b0"
mathematical tasks,mathematical tasks,4,4,4,6,0.257248,0.272264,0,0.010102,0.010102,0.000549,0,0.814176,0.781503,0.924549,0.023438,"#6cc5b0"
motion problem,motion problem,4,4,4,6,0.257248,0.272264,0,0.010102,0.010102,0.000549,0,0.808258,0.791645,0.920122,0.023438,"#6cc5b0"
functions of illustrations,functions of illustrations,3,3,2,6,0.259101,0.273566,0,0.011029,0.011029,0.00047,0,0.32896,0.715616,0.94016,0.015625,"#4269d0"
use of the illustrations,use of the illustrations,3,3,2,6,0.259101,0.273566,0,0.011029,0.011029,0.00047,0,0.31768,0.715616,0.941415,0.015625,"#4269d0"
future scenarios,future scenarios,3,3,5,7,0.227911,0.238049,0,0.002871,0.002871,0.000524,0,0.655366,0.096948,0.932671,0.015625,"#97bbf5"
tarot cards,tarot cards,3,3,5,7,0.227911,0.238049,0,0.002871,0.002871,0.000524,0,0.666646,0.096948,0.93292,0.015625,"#97bbf5"
technology comprehension,technology comprehension,3,3,5,7,0.227911,0.238049,0,0.002871,0.002871,0.000524,0,0.661006,0.106613,0.93417,0.015625,"#97bbf5"
future teachers,future teachers,3,3,2,6,0.260063,0.273942,0,0.010406,0.010406,0.000488,0,0.248219,0.796383,0.93432,0.015625,"#4269d0"
reasoning and proof,reasoning and proof,5,5,2,6,0.260164,0.274693,2658,0.010495,0.010495,0.000863,0,0.446709,0.605161,0.897401,0.03125,"#4269d0"
technological pedagogical content knowledge,technological pedagogical content knowledge,6,6,2,6,0.261339,0.276271,2867.797381,0.010686,0.010686,0.000912,0,0.565413,0.7247,0.881847,0.039062,"#4269d0"
learning strategies,learning strategies,4,4,4,6,0.227172,0.238067,0,0.002031,0.002031,0.000533,0,0.760337,0.827579,0.919609,0.023438,"#6cc5b0"
gender gap,gender gap,4,4,3,6,0.272858,0.289056,0,0.018184,0.018184,0.000528,0,0.285052,0.126606,0.928343,0.023438,"#ff725c"
situated knowledge,situated knowledge,4,4,3,6,0.272858,0.289056,0,0.018184,0.018184,0.000528,0,0.279133,0.136747,0.930586,0.023438,"#ff725c"
standardized assessment,standardized assessment,4,4,3,6,0.272858,0.289056,0,0.018184,0.018184,0.000528,0,0.273215,0.126606,0.923534,0.023438,"#ff725c"
generative artificial intelligence (genai),generative artificial intelligence (genai),3,3,1,6,0.297364,0.316116,0,0.045051,0.045051,0.000431,0,0.760167,0.416702,0.947512,0.015625,"#efb118"
second level,second level,3,3,1,6,0.297364,0.316116,0,0.045051,0.045051,0.000431,0,0.771448,0.416702,0.941601,0.015625,"#efb118"
geometric reasoning,geometric reasoning,5,5,4,7,0.217911,0.22931,0,0.001574,0.001574,0.000704,0,0.910843,0.755492,0.916155,0.03125,"#6cc5b0"
multi duo of artefacts,multi duo of artefacts,5,5,4,7,0.217911,0.22931,0,0.001574,0.001574,0.000704,0,0.897492,0.759032,0.920079,0.03125,"#6cc5b0"
spatial skills,spatial skills,5,5,4,7,0.217911,0.22931,0,0.001574,0.001574,0.000704,0,0.923236,0.755492,0.91493,0.03125,"#6cc5b0"
tangible artefact,tangible artefact,5,5,4,7,0.217911,0.22931,0,0.001574,0.001574,0.000704,0,0.91704,0.76611,0.916612,0.03125,"#6cc5b0"
phenomenography,phenomenography,2,2,4,7,0.198183,0.206842,0,0.000351,0.000351,0.000345,0,0.813223,0.700579,0.949141,0.007812,"#6cc5b0"
geometrical reasoning,geometrical reasoning,3,3,2,6,0.259657,0.273128,0,0.010378,0.010378,0.000488,0,0.183289,0.79457,0.929593,0.015625,"#4269d0"
the use of physical and digital tools,the use of physical and digital tools,3,3,2,6,0.259657,0.273128,0,0.010378,0.010378,0.000488,0,0.188929,0.804235,0.931457,0.015625,"#4269d0"
theoretical framework,theoretical framework,3,3,2,6,0.259657,0.273128,0,0.010378,0.010378,0.000488,0,0.194569,0.79457,0.932779,0.015625,"#4269d0"
interdisciplinary,interdisciplinary,4,4,2,6,0.276888,0.293113,0,0.025018,0.025018,0.000516,0,0.544867,0.9927,0.920972,0.023438,"#4269d0"
perceptual clues,perceptual clues,3,3,3,6,0.260827,0.274355,0,0.010408,0.010408,0.00046,0,0.535254,0.014585,0.937812,0.015625,"#ff725c"
spatial structuring,spatial structuring,3,3,3,6,0.260827,0.274355,0,0.010408,0.010408,0.00046,0,0.546535,0.014585,0.9449,0.015625,"#ff725c"
thales’ theorem,thales’ theorem,4,4,2,6,0.268998,0.285775,0,0.016142,0.016142,0.00053,0,0.50246,0.926645,0.929842,0.023438,"#4269d0"
visual arts,visual arts,4,4,2,6,0.276888,0.293113,0,0.025018,0.025018,0.000516,0,0.533031,0.9927,0.92259,0.023438,"#4269d0"
geometry curriculum,geometry curriculum,2,2,3,8,0.192424,0.199995,0,0.000291,0.000291,0.00042,0,0.41213,0.033856,0.955672,0.007812,"#ff725c"
international comparative study,international comparative study,2,2,3,8,0.192424,0.199995,0,0.000291,0.000291,0.00042,0,0.406768,0.043044,0.955372,0.007812,"#ff725c"
geometry knowledge,geometry knowledge,3,3,2,6,0.258447,0.272965,0,0.01123,0.01123,0.000443,0,0.243536,0.779669,0.939379,0.015625,"#4269d0"
students’ solutions,students’ solutions,3,3,2,6,0.258447,0.272965,0,0.01123,0.01123,0.000443,0,0.254817,0.779669,0.933317,0.015625,"#4269d0"
gifted education,gifted education,6,6,3,7,0.231559,0.242628,1757.571932,0.002801,0.002801,0.000935,0,0.466098,0,0.892672,0.039062,"#ff725c"
learning environment,learning environment,3,3,3,8,0.194648,0.202079,0,0.000336,0.000336,0.000517,0,0.557036,0.045862,0.9384,0.015625,"#ff725c"
mathematical heterotopias,mathematical heterotopias,3,3,3,7,0.229285,0.239059,0,0.002636,0.002636,0.000505,0,0.515977,0.038985,0.937606,0.015625,"#ff725c"
mathematically gifted,mathematically gifted,3,3,3,8,0.194648,0.202079,0,0.000336,0.000336,0.000517,0,0.568316,0.045862,0.937931,0.015625,"#ff725c"
special needs education,special needs education,3,3,3,7,0.229285,0.239059,0,0.002636,0.002636,0.000505,0,0.504696,0.038985,0.939125,0.015625,"#ff725c"
gifted students,gifted students,3,3,2,6,0.252898,0.266617,0,0.01094,0.01094,0.000437,0,0.198799,0.743061,0.935393,0.015625,"#4269d0"
illusion of linearity,illusion of linearity,3,3,2,6,0.252898,0.266617,0,0.01094,0.01094,0.000437,0,0.21008,0.743061,0.939329,0.015625,"#4269d0"
global model,global model,3,3,1,7,0.226015,0.238133,0,0.003063,0.003063,0.000447,0,0.827528,0.444423,0.936032,0.015625,"#efb118"
knowledge model,knowledge model,3,3,1,7,0.226015,0.238133,0,0.003063,0.003063,0.000447,0,0.816248,0.444423,0.948657,0.015625,"#efb118"
gpt-4,gpt-4,3,3,1,6,0.26294,0.277924,0,0.011977,0.011977,0.000431,0,0.866825,0.351482,0.936353,0.015625,"#efb118"
students’ perspective,students’ perspective,3,3,1,6,0.26294,0.277924,0,0.011977,0.011977,0.000431,0,0.878105,0.351482,0.930746,0.015625,"#efb118"
graphical representation,graphical representation,5,5,6,7,0.216952,0.228487,3984,0.001788,0.001788,0.000926,0,0.096154,0.284757,0.906598,0.03125,"#3ca951"
polynomial functions,polynomial functions,2,2,6,7,0.216846,0.22736,0,0.001763,0.001763,0.000387,0,0.156849,0.171699,0.949999,0.007812,"#3ca951"
rational numbers,rational numbers,3,3,6,8,0.178347,0.184996,0,0.000134,0.000134,0.000625,0,0.168935,0.282106,0.938178,0.015625,"#3ca951"
tree graph,tree graph,3,3,6,8,0.178347,0.184996,0,0.000134,0.000134,0.000625,0,0.180215,0.282106,0.938092,0.015625,"#3ca951"
word problem solving,word problem solving,3,3,6,8,0.178347,0.184996,0,0.000134,0.000134,0.000625,0,0.174575,0.291771,0.937758,0.015625,"#3ca951"
group cognition,group cognition,2,2,2,7,0.226746,0.236945,0,0.002282,0.002282,0.000328,0,0.536861,0.634027,0.948878,0.007812,"#4269d0"
group work,group work,5,5,2,7,0.239647,0.25266,495.193537,0.003919,0.003919,0.000686,0,0.45865,0.608442,0.896501,0.03125,"#4269d0"
prompt,prompt,3,3,2,7,0.226476,0.236834,0,0.001877,0.001877,0.00044,0,0.23489,0.83349,0.936878,0.015625,"#4269d0"
mathematics anxiety,mathematics anxiety,3,3,1,7,0.22,0.230416,0,0.003434,0.003434,0.00047,0,0.791123,0.362413,0.936952,0.015625,"#efb118"
mathematics learning motivation,mathematics learning motivation,3,3,1,7,0.22,0.230416,0,0.003434,0.003434,0.00047,0,0.779842,0.362413,0.93263,0.015625,"#efb118"
habermas’ construct of rationality,habermas’ construct of rationality,2,2,1,6,0.22838,0.237478,0,0.002076,0.002076,0.00039,0,0.619705,0.444201,0.949774,0.007812,"#efb118"
proving and proof,proving and proof,2,2,1,6,0.22838,0.237478,0,0.002076,0.002076,0.00039,0,0.630429,0.444201,0.95106,0.007812,"#efb118"
habit formation,habit formation,3,3,2,8,0.192008,0.198812,0,0.000327,0.000327,0.000581,0,0.242664,0.756625,0.939802,0.015625,"#4269d0"
interleaved practice,interleaved practice,3,3,2,8,0.192008,0.198812,0,0.000327,0.000327,0.000581,0,0.231383,0.756625,0.938541,0.015625,"#4269d0"
theory of change,theory of change,3,3,2,8,0.192008,0.198812,0,0.000327,0.000327,0.000581,0,0.237023,0.766291,0.939806,0.015625,"#4269d0"
help-seeking,help-seeking,5,5,2,6,0.27297,0.288267,404.760188,0.020951,0.020951,0.000708,0,0.45865,0.625622,0.913701,0.03125,"#4269d0"
heuristic trees,heuristic trees,2,2,2,6,0.249298,0.261871,0,0.007478,0.007478,0.000336,0,0.542223,0.643216,0.952442,0.007812,"#4269d0"
student-teacher interaction,student-teacher interaction,3,3,2,6,0.26743,0.28019,0,0.014755,0.014755,0.000454,0,0.262529,0.674938,0.939432,0.015625,"#4269d0"
subject-specific support,subject-specific support,3,3,2,6,0.26743,0.28019,0,0.014755,0.014755,0.000454,0,0.273809,0.674938,0.931547,0.015625,"#4269d0"
heuristic strategies,heuristic strategies,4,4,7,6,0.274094,0.288342,0,0.017249,0.017249,0.000517,0,0.233704,0.559766,0.926217,0.023438,"#a463f2"
problems solving,problems solving,4,4,7,6,0.274094,0.288342,0,0.017249,0.017249,0.000517,0,0.221867,0.559766,0.93368,0.023438,"#a463f2"
self-concept,self-concept,4,4,2,6,0.267807,0.283772,0,0.022297,0.022297,0.000523,0,0.533646,0.940222,0.922282,0.023438,"#4269d0"
women,women,4,4,2,6,0.267807,0.283772,0,0.022297,0.022297,0.000523,0,0.545483,0.940222,0.92164,0.023438,"#4269d0"
history of education,history of education,2,2,2,6,0.291758,0.308164,0,0.030166,0.030167,0.000318,0,0.549694,0.667817,0.951476,0.007812,"#4269d0"
horizontal mathematization,horizontal mathematization,4,4,3,6,0.249812,0.263762,0,0.006732,0.006732,0.000598,0,0.38244,0.104992,0.919175,0.023438,"#ff725c"
mental representation,mental representation,4,4,3,6,0.249812,0.263762,0,0.006732,0.006732,0.000598,0,0.394277,0.104992,0.917241,0.023438,"#ff725c"
teacher’s interventions,teacher’s interventions,4,4,3,6,0.249812,0.263762,0,0.006732,0.006732,0.000598,0,0.388358,0.115134,0.916374,0.023438,"#ff725c"
ideational resource,ideational resource,4,4,4,7,0.246117,0.259069,0,0.006931,0.006931,0.00058,0,0.831272,0.824673,0.917374,0.023438,"#6cc5b0"
mathematics teaching framework,mathematics teaching framework,4,4,4,7,0.246117,0.259069,0,0.006931,0.006931,0.00058,0,0.83719,0.814532,0.919624,0.023438,"#6cc5b0"
situated abstraction,situated abstraction,4,4,4,7,0.246117,0.259069,0,0.006931,0.006931,0.00058,0,0.843109,0.824673,0.918683,0.023438,"#6cc5b0"
transparency,transparency,4,4,4,7,0.246117,0.259069,0,0.006931,0.006931,0.00058,0,0.83719,0.834814,0.922687,0.023438,"#6cc5b0"
innovations,innovations,3,3,5,6,0.290358,0.307789,0,0.031802,0.031802,0.000452,0,0.631932,0.10017,0.930629,0.015625,"#97bbf5"
mathematics teacher knowledge for teaching problem solving,mathematics teacher knowledge for teaching problem solving,4,4,5,7,0.22795,0.238424,0,0.003104,0.003104,0.000626,0,0.727667,0.144104,0.919384,0.023438,"#97bbf5"
post-implementation,post-implementation,4,4,5,7,0.22795,0.238424,0,0.003104,0.003104,0.000626,0,0.733585,0.133963,0.915938,0.023438,"#97bbf5"
readiness to implement,readiness to implement,4,4,5,7,0.22795,0.238424,0,0.003104,0.003104,0.000626,0,0.727667,0.123821,0.9218,0.023438,"#97bbf5"
scale,scale,3,3,5,6,0.290358,0.307789,0,0.031802,0.031802,0.000452,0,0.643213,0.10017,0.934727,0.015625,"#97bbf5"
voluntary professional development,voluntary professional development,4,4,5,7,0.22795,0.238424,0,0.003104,0.003104,0.000626,0,0.721748,0.133963,0.915806,0.023438,"#97bbf5"
implementation fidelity,implementation fidelity,4,4,4,6,0.257896,0.272239,0,0.011421,0.011421,0.000542,0,0.751677,0.847781,0.922773,0.023438,"#6cc5b0"
mental mathematics,mental mathematics,4,4,4,6,0.257896,0.272239,0,0.011421,0.011421,0.000542,0,0.757595,0.857922,0.925536,0.023438,"#6cc5b0"
reflective practice,reflective practice,4,4,4,6,0.257896,0.272239,0,0.011421,0.011421,0.000542,0,0.763514,0.847781,0.922037,0.023438,"#6cc5b0"
influential factors,influential factors,3,3,2,7,0.211069,0.219522,0,0.001477,0.001477,0.000523,0,0.19596,0.777839,0.933015,0.015625,"#4269d0"
mist project,mist project,3,3,2,7,0.211069,0.219522,0,0.001477,0.001477,0.000523,0,0.244035,0.826957,0.934818,0.015625,"#4269d0"
in-the-moment,in-the-moment,4,4,2,7,0.246436,0.259708,0,0.009712,0.009712,0.000533,0,0.590394,0.824459,0.917738,0.023438,"#4269d0"
student thinking,student thinking,6,6,2,7,0.256455,0.271441,247.775895,0.012569,0.012569,0.000743,0,0.584836,0.735794,0.899629,0.039062,"#4269d0"
inconsistency,inconsistency,3,3,1,6,0.275512,0.293601,0,0.025199,0.025199,0.000428,0,0.856655,0.46106,0.938502,0.015625,"#efb118"
prospective primary teacher,prospective primary teacher,3,3,1,6,0.275512,0.293601,0,0.025199,0.025199,0.000428,0,0.845374,0.46106,0.935298,0.015625,"#efb118"
informal professionalization,informal professionalization,2,2,1,8,0.185531,0.19202,0,0.000283,0.000283,0.000497,0,0.586946,0.473792,0.950677,0.007812,"#efb118"
online professional development,online professional development,4,4,1,7,0.227716,0.23956,2658,0.004062,0.004062,0.000812,0,0.582212,0.275622,0.919184,0.023438,"#efb118"
self-directed learning,self-directed learning,2,2,1,8,0.185531,0.19202,0,0.000283,0.000283,0.000497,0,0.576221,0.473792,0.9489,0.007812,"#efb118"
mathematical knowledge for teaching proof,mathematical knowledge for teaching proof,2,2,1,6,0.236454,0.247909,0,0.003561,0.003561,0.000323,0,0.570859,0.443477,0.954639,0.007812,"#efb118"
